stu,cluster
1207,52
224,26
3110,83
2539,2
1148,2
1302,60
2422,91
3188,2
1797,2
2644,24
1931,2
1877,31
2883,40
1273,2
1427,60
2339,62
1001,68
2093,0
1956,31
1078,28
2962,40
3140,83
1443,40
314,40
1644,30
3017,12
313,81
3218,2
210,68
1613,42
399,4
1907,31
1699,2
2108,21
2496,17
2906,1
454,56
769,68
3083,42
252,70
318,52
150,59
2773,2
1998,5
1462,31
125,2
70,66
2064,99
2165,2
982,68
2802,65
1170,2
2857,1
908,2
416,65
3034,42
3120,2
648,42
167,4
1937,31
2640,2
2936,1
3264,95
2378,2
2492,24
1383,2
1719,37
2639,43
933,31
1121,2
1530,21
904,4
3199,2
2722,77
1888,31
2652,98
551,2
3162,83
2195,2
1200,2
938,2
729,8
2937,1
2413,81
3064,42
1210,52
791,68
2427,15
1413,2
1151,2
1884,2
1479,96
565,21
1672,82
1538,2
3213,26
356,32
2682,17
2286,17
2988,60
1446,40
955,68
2572,2
1181,2
3261,75
3221,2
2918,1
1253,27
1910,31
1077,30
1701,37
841,82
177,2
2854,65
772,68
2571,42
3094,83
3038,2
321,52
2001,5
450,53
524,2
128,2
73,66
839,14
2860,1
2602,2
1259,42
3251,2
2526,12
2727,2
1598,2
1940,31
1732,2
389,79
603,2
487,56
3246,72
2601,42
413,27
613,52
405,23
55,53
1811,2
328,68
1891,31
2594,2
2418,42
257,44
732,8
1970,31
2931,38
2411,2
699,96
2786,65
3232,2
1312,30
184,32
2183,31
1733,60
1921,31
1867,60
1233,2
2145,4
971,2
843,82
3233,21
1828,68
854,91
2961,38
1792,2
176,33
3287,59
2595,60
749,74
2179,2
2787,1
2638,58
1141,40
2585,52
2604,65
1080,30
1124,73
775,68
1397,2
2503,98
3041,2
3061,17
918,4
1067,96
3280,55
1784,2
1608,42
3003,12
497,96
3254,2
100,51
952,2
467,73
1943,31
1110,30
1224,52
874,82
1735,2
498,60
490,56
442,16
2556,2
3071,2
2768,1
3297,85
3322,29
630,72
340,4
53,60
1572,96
2244,0
2484,98
465,4
1216,52
256,10
1973,31
1764,37
2361,27
2760,2
2917,65
2140,28
2669,0
380,82
823,14
3157,83
2089,62
1626,72
270,30
61,36
2323,0
3235,2
623,68
2240,2
2178,27
1715,37
1870,60
2353,28
325,2
887,34
2148,4
974,2
3268,35
2282,4
39,53
347,26
2015,5
538,2
2578,2
3329,50
1321,82
1187,2
1059,82
2306,68
2091,0
217,32
2216,31
391,68
28,16
665,42
14,81
1745,37
1954,31
148,81
1523,73
2657,2
2791,2
1400,2
1004,2
1272,82
1010,82
921,4
3216,2
1611,42
2690,72
2368,21
2756,17
2870,2
3320,59
500,96
51,4
1351,2
1687,37
1155,27
2457,98
1652,79
3081,42
1984,31
1996,5
2579,60
2559,2
1430,2
1034,2
2163,2
3208,2
2080,4
2905,1
3314,20
151,63
3272,23
646,42
3000,89
1021,68
2792,60
2939,79
1381,2
1717,37
2487,98
723,2
250,78
902,4
1976,31
889,34
271,21
907,82
1768,2
2565,17
3276,29
3160,83
52,62
2193,2
2589,2
1198,2
989,8
64,36
802,2
84,51
512,83
727,8
936,2
2801,1
3238,2
182,28
288,46
1718,37
2128,21
25,81
2716,42
1070,81
789,68
2560,60
2425,15
1411,2
3055,2
1149,2
2194,2
2207,21
937,82
541,2
573,34
82,62
479,27
1002,68
94,36
2576,40
1529,79
2468,98
394,68
2744,2
1957,31
1748,37
1749,2
620,2
701,76
1298,66
1317,79
1136,4
1353,2
2069,92
2606,68
2986,60
2618,42
3269,3
275,4
838,81
2073,62
3018,12
924,4
3219,2
808,58
1614,42
1134,79
2907,1
1032,68
455,56
1092,82
3084,42
2780,76
1987,31
1778,37
1496,22
3167,76
1556,73
1999,5
2322,21
2824,2
1481,79
448,16
522,2
71,66
1340,40
459,62
1037,2
1736,40
1171,2
2166,2
2374,31
954,4
3249,2
2254,2
2610,15
1992,2
2951,79
649,42
1024,68
2641,2
2050,92
485,56
1291,40
2853,1
1384,2
1329,66
2515,42
905,4
3116,2
1586,73
3163,83
1463,2
2196,2
1201,2
992,8
2758,34
2609,91
730,8
2938,1
3065,42
614,62
1097,30
1211,52
2519,17
3067,2
572,65
2671,2
477,56
3013,31
2409,2
429,16
2428,15
2301,60
1018,2
2426,91
1801,2
3066,42
2622,2
2950,96
3176,30
1123,60
2913,65
223,32
537,79
1751,37
2275,43
2966,40
3144,83
686,58
2458,15
593,16
1182,2
3222,2
2227,2
1831,2
2173,31
165,63
3304,71
1137,79
9,81
773,68
2704,12
242,23
1395,2
2783,76
2453,21
332,96
1781,37
1782,2
1654,82
2002,5
1739,40
74,66
46,4
3252,2
2506,69
2393,12
2257,2
196,28
1941,31
2624,24
604,2
1301,79
488,56
667,58
3002,12
2228,60
2256,42
2208,2
2408,27
1589,73
2355,21
1278,68
2681,42
493,27
2123,43
995,8
2807,1
108,36
733,8
3068,42
3282,2
1268,23
682,42
1971,31
1480,22
2077,12
2674,2
1177,21
2828,60
1283,2
1229,31
424,12
1417,2
930,0
585,2
2508,91
260,25
2837,1
972,2
1126,60
540,79
834,68
1244,52
712,42
3100,2
2013,5
2252,21
1601,60
1319,82
956,30
2180,2
2304,68
2741,69
2788,1
62,82
1142,40
329,17
172,33
212,26
1660,2
1532,82
2789,2
1398,2
1270,82
2605,1
1993,31
790,2
594,27
77,66
760,96
3296,34
2818,1
3255,2
2260,2
1864,2
2455,98
1111,30
438,81
42,81
607,2
693,42
721,24
545,27
941,27
2685,2
670,58
2765,31
139,13
1814,37
296,82
3080,42
2998,89
1019,68
2830,96
515,40
2969,31
899,2
363,28
1765,37
637,2
2562,52
771,2
1180,21
3098,32
1292,82
532,65
238,33
1458,2
624,68
188,32
1716,37
2869,65
2403,0
1175,27
1603,96
2040,97
2141,0
3053,2
1662,2
715,42
1795,37
1835,73
801,2
2016,5
2122,23
2531,42
2307,68
1060,82
92,36
2092,0
339,56
1514,23
1875,2
2029,60
1189,83
1746,37
1955,31
3020,89
1663,2
3024,96
1213,31
1401,2
1005,2
2507,98
2532,42
553,21
922,4
700,40
437,75
2737,2
2871,2
1279,12
211,28
2934,58
2821,1
2170,40
1156,27
3082,42
1,38
1282,23
422,68
1228,52
45,81
2896,31
265,84
1901,31
131,4
1693,2
1847,60
1431,2
2214,82
268,9
133,50
312,52
2144,23
647,42
1284,68
1767,73
3001,89
1022,68
531,96
2851,1
502,32
494,28
2440,21
1163,43
578,27
2718,2
1308,52
703,58
2798,31
669,65
1199,2
65,36
990,8
2318,68
2653,21
183,28
2068,5
591,2
2717,42
374,4
2038,19
928,32
1412,2
1798,37
804,2
2019,5
2534,42
1265,68
164,50
1539,42
1325,82
2505,15
2882,2
2922,38
472,23
2357,0
966,0
535,79
2220,31
213,28
2547,17
404,4
2456,15
2401,79
2174,0
3086,2
925,4
3220,2
2225,2
1096,2
968,82
1829,2
2781,40
1766,62
1262,34
2364,17
132,75
2078,68
2451,21
868,0
290,23
1646,2
1779,37
919,82
1988,31
1557,73
2000,5
2691,2
3266,90
1588,60
1038,2
2231,17
1605,0
409,96
2255,2
1113,32
2703,12
650,42
602,2
3004,89
2642,2
2360,24
2452,21
833,14
1330,66
175,14
67,72
906,4
1587,73
2855,2
2269,21
1464,2
1410,31
2121,43
993,8
2805,1
1421,40
1414,1
1132,23
1493,65
2083,16
1478,22
1055,68
2672,2
1885,31
2086,21
857,83
1415,2
24,2
2546,42
3147,2
107,36
744,62
797,74
1762,82
2,99
2835,1
855,15
3312,75
2277,2
2914,65
2186,0
939,14
407,4
1924,0
508,56
1359,42
1707,2
63,51
1861,60
2459,15
2836,2
2551,98
2490,2
1099,2
441,2
135,75
96,4
2967,12
2569,2
2865,1
3313,11
568,79
2454,21
3128,2
1188,52
443,84
1249,68
2247,73
447,54
152,20
393,83
674,96
2520,2
2593,72
3253,2
2423,69
1336,72
799,96
1254,2
1159,30
836,14
1474,42
3131,12
2057,97
1887,31
458,68
1679,2
3309,18
1812,37
1813,2
684,2
2523,12
2347,52
3145,32
76,2
996,8
2398,17
2921,58
410,27
2053,99
2550,2
2100,31
2288,2
294,81
897,2
2675,2
2829,60
567,96
1680,2
1230,31
289,2
590,79
3146,32
1276,34
2888,2
1497,2
817,14
3326,84
2264,31
116,52
786,26
1833,73
2088,34
2230,38
2370,12
2705,2
597,96
1314,2
1595,21
466,21
2305,68
2715,52
3102,83
1512,23
3075,2
3180,2
664,42
2522,2
32,94
810,96
144,6
1661,2
2990,27
3258,70
2868,1
1157,60
571,79
1537,52
3214,0
2381,62
743,42
1191,52
2735,2
3118,32
2283,21
2041,79
1651,73
2819,1
1435,40
200,28
3165,0
3028,31
1899,31
283,62
1845,60
93,81
871,83
2234,21
1629,27
2226,17
2340,2
2749,21
2898,1
97,51
1815,37
1083,2
687,2
2412,27
142,59
853,34
2999,89
1508,2
2056,99
2291,2
900,2
1633,2
2899,1
638,2
1590,40
1721,2
533,65
251,87
302,52
3039,17
883,34
431,53
377,82
820,14
3154,83
2583,2
1409,0
716,42
1796,37
1836,73
1599,17
1713,2
2308,68
2751,0
3105,83
554,16
2272,2
1143,2
2218,31
2901,24
881,2
457,83
1035,60
3129,31
1536,82
2941,96
2533,42
1960,0
1951,31
1743,2
1347,2
2152,21
2031,60
506,60
640,60
2935,58
3135,83
2767,65
7,4
3262,44
3085,2
266,84
1848,60
2491,17
2825,42
2615,52
2051,96
259,81
1452,96
1990,0
3164,2
1511,2
1645,2
120,2
2852,1
2160,2
495,28
2125,81
2981,2
579,27
1517,81
1932,31
2719,2
1724,2
1328,2
1112,32
2568,98
1714,37
1250,82
237,34
1116,2
2665,30
886,34
355,26
556,16
375,4
247,84
1883,31
929,32
3189,72
1839,73
1205,52
2923,38
420,11
1540,42
423,16
3014,76
557,16
2147,82
23,82
1619,42
350,68
2033,96
1958,2
2414,53
1695,37
1506,21
3009,82
2042,1
510,62
2206,23
3138,83
2567,2
2171,2
1358,42
840,53
2577,52
3215,43
1905,31
1072,30
1851,60
2106,21
2554,68
1635,27
452,56
203,26
767,68
2518,2
1127,2
316,52
1114,32
2676,30
2771,2
2623,24
2246,37
2319,21
17,21
1460,31
445,53
519,2
123,2
68,66
1043,8
980,68
944,2
2607,15
1989,2
1935,31
1727,2
679,76
1331,2
102,64
1465,2
336,2
2136,21
2356,24
2919,58
1422,40
408,27
608,52
809,42
292,81
3197,2
681,42
2881,31
1544,2
1886,31
1678,2
549,2
858,83
2885,1
2955,96
371,81
3062,42
3148,2
1208,52
1965,31
1274,34
1757,2
414,79
1361,2
2886,2
1495,2
3260,63
2540,2
281,43
353,68
1916,31
1862,60
110,81
317,2
2753,2
2471,24
2095,2
1234,82
2266,0
3178,2
205,26
1238,52
171,33
2330,21
136,75
34,64
1510,22
2079,30
1179,2
1051,82
3259,75
1251,27
1075,30
3324,61
1946,31
333,67
770,68
2018,19
1392,2
1264,82
782,42
1433,40
1130,2
1288,30
1476,1
2731,77
126,2
837,14
95,51
947,2
738,8
1081,2
2725,2
1219,52
2813,2
3122,83
2054,99
2155,2
745,52
1160,2
26,36
764,2
2763,1
898,2
361,26
2332,43
1889,31
264,93
1285,2
612,53
2678,42
1567,96
763,42
2479,98
2755,2
2660,30
2701,31
357,28
1759,37
1760,2
1498,2
2094,27
2295,17
503,2
818,14
3152,83
1011,0
787,26
2235,2
222,68
2430,98
1919,31
1710,37
1865,60
1315,2
781,68
882,34
2143,4
2580,42
3316,47
2785,2
878,0
3127,31
1790,2
1394,2
795,2
1528,2
2010,5
2071,21
2720,21
3168,68
2460,98
158,61
346,32
386,68
1949,31
2890,60
1741,2
2150,21
2948,1
2524,82
504,60
2390,2
1436,40
999,2
1467,27
3211,2
1332,68
2297,76
3315,59
1846,60
141,13
2341,2
2213,82
2486,91
1346,2
950,2
741,8
471,4
1222,52
2940,38
1548,73
1297,82
3270,29
2900,1
1853,40
1048,21
629,68
702,58
534,65
2633,2
525,96
1376,2
852,82
1763,2
2298,17
2667,0
36,53
967,68
235,33
758,74
2584,2
1193,2
2971,2
185,32
331,86
1922,31
1203,52
1318,2
154,81
323,2
784,68
689,96
240,4
1227,0
1406,2
1655,32
2420,15
2535,2
3050,2
3106,83
3184,2
1036,60
2438,69
241,85
2336,21
2614,2
961,2
2463,98
349,32
2739,2
341,28
2267,43
615,2
696,76
1348,2
949,27
814,68
1174,2
1597,68
2219,2
206,68
1609,42
1823,2
2300,76
828,2
1903,31
2754,17
2952,2
2902,1
87,4
2564,42
2127,4
850,26
2616,52
3031,2
474,4
192,26
56,16
1225,52
1773,37
1774,2
1982,31
2036,2
1551,73
1994,5
2769,2
1731,40
1335,40
121,2
2892,72
2161,2
59,27
1166,2
258,7
2070,0
3244,2
1933,31
2134,21
2636,2
193,26
2488,24
480,56
1513,82
2770,2
3325,75
2048,97
3289,9
21,36
418,1
3195,2
1625,0
1804,2
3307,63
2849,2
2795,31
856,83
788,28
2734,21
2799,1
3060,42
1963,31
43,59
2820,60
1169,21
518,60
3209,21
2276,82
1013,2
1147,2
2421,91
1627,81
57,79
272,4
1620,42
2221,2
1226,2
1696,37
2466,98
1507,21
2270,43
2984,60
326,96
1439,2
1621,42
3016,12
3217,2
1069,60
1826,2
2369,21
1564,2
3126,0
1697,37
2294,27
569,2
3091,42
1030,68
2647,2
768,68
1390,2
2993,1
1128,2
2448,21
911,4
1985,31
1776,37
2772,2
762,24
916,82
1286,30
1997,5
2084,10
446,53
124,2
835,14
981,68
2598,2
2985,2
2608,15
191,28
1936,31
157,35
1068,72
337,2
483,56
1289,40
2434,15
2997,12
903,4
3010,31
35,45
432,10
2203,2
1316,30
1584,73
162,6
2590,2
2473,91
2956,96
372,81
728,8
1525,23
1565,96
2237,0
2759,76
15,72
1209,52
40,16
846,0
1966,31
2167,21
367,2
2521,24
427,16
2049,65
639,52
1150,2
3228,2
1475,58
2832,2
1729,60
1917,31
2620,2
464,56
1563,27
829,68
1239,52
3231,12
2008,5
2987,60
1046,2
2736,69
2474,69
3044,42
2352,43
1338,30
1471,65
1076,30
658,42
610,2
27,59
2650,2
228,49
456,56
179,44
334,67
2784,2
1393,2
3204,30
914,4
901,34
390,83
1344,2
948,2
739,8
194,28
1220,52
1333,72
1730,37
1071,72
1902,0
486,56
3123,83
706,96
2437,15
3303,50
1027,2
1295,82
2972,30
2764,1
3327,78
38,82
1809,37
1810,2
627,68
815,2
2344,52
660,65
2679,42
1061,0
3174,21
2114,4
3166,17
1186,31
1320,31
2157,82
3305,95
1969,31
358,28
2713,40
766,2
370,2
570,27
831,68
2630,42
2467,15
3153,83
233,33
661,65
2498,2
3290,88
2485,69
2372,12
1974,2
1578,2
1711,37
2509,17
970,2
2035,97
1827,68
3048,2
3182,2
2321,82
1657,2
388,28
1791,2
1568,73
2011,5
2334,21
1352,40
2177,37
2377,62
1592,21
160,20
3047,42
10,81
1742,2
505,60
2391,2
1396,2
1000,2
2065,97
273,82
917,4
1326,23
1821,2
1607,42
1558,37
430,2
521,40
695,76
1547,27
742,8
3077,42
2470,38
1980,31
1489,22
3079,2
1549,73
2469,42
2683,2
3206,43
1426,2
2159,2
935,30
1164,2
3317,59
2557,42
3310,20
147,63
307,52
2634,2
526,96
1357,24
2846,1
1377,2
3295,13
864,91
373,2
1579,73
2659,31
3156,83
1277,0
2261,21
759,74
1456,2
1194,2
20,0
985,8
2313,68
3234,2
186,32
2366,43
1047,68
2664,2
3321,6
3051,2
3183,72
1364,40
559,21
1793,37
1794,2
1571,73
2014,5
3059,42
90,36
3210,31
2396,43
530,79
208,28
342,28
1744,37
884,82
2982,60
2063,19
311,40
1003,2
920,4
2354,82
489,83
1091,2
1824,2
2097,17
3007,89
2135,43
785,81
1154,27
368,58
2037,2
2446,21
694,42
1775,2
1492,22
584,27
140,50
1429,2
2333,0
3245,2
633,68
1854,2
2250,2
645,42
1934,31
529,96
1246,2
1360,24
984,2
1138,60
1184,27
2284,0
1337,40
724,42
1582,73
2662,31
1366,40
1459,2
2192,2
1197,2
988,8
2129,62
2316,68
2363,0
2800,1
2280,2
300,16
3063,2
1880,31
2424,15
322,40
2958,65
2541,42
1367,40
1628,81
3142,2
1968,0
1643,60
2222,2
2501,91
2943,58
219,32
1876,2
1499,52
2251,65
619,2
2181,0
402,4
953,27
2697,2
851,16
1702,2
1856,60
2435,2
1440,2
1044,2
1178,2
1133,79
3159,32
507,62
1031,68
2700,12
1391,2
3202,30
3035,2
0,2
2248,31
2449,21
2603,79
1986,31
1777,37
2574,52
983,27
587,27
2513,42
2210,4
599,1
544,65
2811,1
2119,2
2253,2
1857,2
2400,21
2191,27
1323,68
383,4
747,21
2872,96
484,56
663,58
2052,97
2527,98
2600,82
3292,44
1882,31
453,68
2338,82
1807,37
2204,2
1585,73
1631,40
2027,40
2543,42
979,34
991,8
2803,1
104,36
2740,98
1526,23
41,16
892,2
1758,37
1967,31
2670,2
2544,42
491,72
2172,27
581,2
2504,91
2833,1
2946,58
3175,30
2684,58
18,4
536,79
830,68
1240,52
877,0
2103,12
2968,82
2009,5
1705,2
1859,60
2706,82
2375,62
3097,83
1118,62
1339,30
873,2
8,81
1570,79
282,55
2631,24
2651,2
543,96
1656,2
1260,2
1206,31
2863,1
3205,30
3,2
566,79
915,4
1780,37
1509,68
2730,2
3113,32
601,73
243,99
3022,30
3291,75
229,21
1860,2
1369,30
195,28
1334,72
280,23
1487,22
1894,31
2815,2
1686,2
666,58
866,83
1840,60
1424,2
2407,27
2977,0
1103,32
2894,2
2680,42
1503,2
2743,98
1488,22
2844,1
2481,98
547,79
225,28
895,2
1761,37
2794,0
2349,58
1671,0
2320,0
1108,2
1995,60
2109,82
803,40
2949,58
3319,6
3049,2
1920,2
1658,2
711,42
60,81
931,82
1569,73
2012,5
401,2
3172,72
169,24
2529,2
2032,99
1871,2
279,12
2432,69
634,60
662,42
2654,2
397,4
1659,2
1450,8
845,14
677,58
1596,62
2866,1
2528,42
2292,31
1842,60
2619,17
2733,2
3284,25
2867,2
1738,2
1342,2
3308,90
2039,79
207,28
2930,58
2380,0
2817,1
1152,27
1490,22
1897,31
1843,60
1293,2
1447,60
1581,60
2205,4
2351,58
631,68
308,52
2348,52
643,42
2897,2
1640,2
115,2
826,14
1054,21
2847,1
2926,65
865,91
722,42
574,27
2714,2
1457,2
2389,62
2617,69
986,8
2588,42
1709,37
3037,17
1183,27
1878,31
1670,2
2877,1
2661,31
426,21
580,79
1365,40
392,28
297,56
934,82
1531,72
1834,73
2530,42
958,30
1641,60
91,36
552,16
1444,40
1874,2
2028,60
2142,82
209,28
879,2
146,88
617,2
951,27
4,4
1908,31
1700,2
680,58
263,35
106,51
1354,2
1825,2
44,76
473,73
1258,34
2933,58
3133,83
1904,2
2447,21
2908,1
2090,12
2687,2
1692,2
1242,31
710,58
1630,27
2561,42
3158,32
1520,12
1122,2
1109,32
1014,60
2766,2
440,53
1247,2
118,2
2850,1
1185,27
2151,0
586,27
190,27
1519,52
598,1
725,42
2241,73
2382,12
1583,73
2025,40
1930,31
3186,72
2131,21
2265,21
2317,68
3114,83
2046,99
3192,2
890,2
676,42
89,96
2668,2
2822,60
1881,31
1673,2
2236,79
1223,31
220,27
2542,42
755,42
3143,2
2747,2
3015,82
2711,79
1094,2
2072,92
1267,73
1637,21
2502,91
2621,42
2831,1
2944,58
1016,82
2182,0
2746,42
1617,42
403,4
348,68
2101,12
1911,31
2698,2
1703,2
683,58
1307,2
2112,21
1441,2
2910,1
3241,21
3095,83
1095,2
2625,17
3173,2
1065,96
3011,89
1674,60
2861,1
2169,2
2102,12
3203,30
2303,2
201,27
2450,21
588,27
3111,32
600,1
2243,73
765,68
3247,72
1428,40
1125,2
2399,91
2419,69
2989,42
2726,77
384,4
2081,10
161,75
832,14
1808,37
2242,0
1632,40
1214,52
1033,40
3141,32
2932,38
261,18
3117,83
359,32
398,23
807,42
1309,60
1698,21
1161,82
1676,82
1542,2
1008,68
163,13
2545,42
1913,31
927,0
3012,2
1106,2
1300,96
3032,17
2750,2
2232,76
876,34
412,79
2290,17
2947,58
2397,0
2779,65
2834,1
750,74
19,4
2314,2
3293,57
3225,2
112,52
709,42
3277,49
406,4
1726,60
1914,31
2920,40
2115,21
577,2
2658,40
2376,62
315,2
2575,42
528,2
400,82
1261,2
2864,1
2137,81
1533,52
269,7
468,73
1944,31
2279,21
2688,40
499,60
1232,60
2499,24
3023,30
2928,58
3250,72
417,27
2343,42
1074,31
2729,77
2548,2
3212,82
3078,2
3299,50
1553,2
1895,31
1841,60
558,2
3130,12
2202,2
2732,2
1449,30
945,2
736,8
2245,0
1271,23
138,59
1217,52
849,34
109,32
168,81
2415,2
1241,0
113,2
2549,2
2757,31
3300,50
2099,31
2696,21
1158,2
226,28
3285,7
444,21
362,68
805,0
1925,31
3026,12
2126,21
697,58
2628,2
1649,96
2762,2
1371,2
975,2
847,82
1129,60
713,2
249,47
2611,98
31,53
145,75
816,14
3150,83
3265,70
753,74
1832,73
2797,81
3052,42
1399,42
2379,62
245,18
101,4
779,68
2067,92
2268,82
2510,24
550,16
3101,83
3045,2
1139,2
2026,60
2782,37
2433,69
2406,52
2635,24
291,21
1612,42
48,34
2812,65
1555,65
2648,79
2996,2
1090,2
344,32
1947,31
2953,77
605,73
691,76
2262,43
3274,59
821,42
1470,79
1491,22
2893,31
1952,2
1898,31
1689,37
1844,60
1294,2
2649,79
236,62
1062,24
309,52
469,4
187,26
1977,31
1546,73
827,14
2848,1
3161,83
1634,42
2190,31
1740,60
1928,31
1324,2
2517,17
475,56
2043,97
3190,2
3283,50
1879,31
1483,31
2643,98
2582,2
2110,43
2592,52
3275,45
1750,2
513,60
3104,83
2271,82
1404,2
1445,40
746,2
880,2
2436,69
616,72
1615,42
756,52
1909,31
2693,76
3301,75
1355,2
335,58
959,2
1691,37
1093,2
2133,4
2461,98
2823,42
2979,60
812,68
3134,83
2563,2
2066,99
1172,2
776,2
2775,1
2909,1
3036,42
2573,52
848,27
962,12
1559,2
1623,23
1385,2
3029,2
2410,30
13,21
119,2
298,4
2197,2
3242,2
88,51
129,52
726,42
731,8
1098,30
1722,37
635,40
198,2
1327,2
2132,21
478,56
793,68
2752,31
3115,83
564,16
1370,0
3193,2
2198,2
1006,68
66,4
221,27
932,2
3058,42
2472,98
1204,52
2748,2
1961,31
1752,37
1753,2
2296,21
516,60
2402,2
2516,24
1448,40
748,74
1145,2
1017,82
1923,4
22,82
3223,2
2477,69
1135,74
1618,42
1912,31
1704,2
1858,60
2656,40
2911,1
1694,37
1162,27
1600,30
3088,42
1991,31
1783,2
1387,2
1560,73
2003,5
2326,21
3137,83
130,2
75,66
2566,2
155,95
2778,1
2087,4
3302,7
2912,1
653,42
1942,31
1028,68
2645,2
202,26
2383,2
2497,24
2329,31
3248,72
1388,2
1146,60
520,43
79,41
909,4
50,14
896,34
2596,2
2200,2
2924,96
1938,2
2808,1
2117,4
734,8
2386,12
197,32
3069,42
1269,23
1058,68
481,56
2809,2
796,68
433,16
1418,2
1290,82
1754,37
622,68
2139,27
98,31
1009,68
2626,2
2176,31
2954,96
3169,21
973,2
2475,98
1107,2
562,22
1245,52
1755,37
1964,31
1305,66
1927,0
29,53
511,56
751,74
174,62
3226,2
385,96
2964,2
218,68
1915,31
1082,30
1706,37
1311,2
2116,21
462,56
777,68
3099,83
642,23
1593,96
3279,13
3043,2
3177,2
1237,52
1785,37
1786,2
2309,43
2006,5
78,66
844,14
1063,52
3256,2
1087,0
227,45
778,68
1945,31
5,81
1737,2
1341,2
942,27
178,9
492,56
2500,24
2055,19
3109,68
1263,82
618,52
2060,97
912,4
3207,2
1287,30
965,16
1950,2
1896,31
3311,59
2599,2
234,62
737,8
1574,96
2945,1
1407,68
3124,89
1218,52
1975,31
1484,22
2416,2
2327,73
2970,30
2689,17
3237,2
625,68
2974,0
2712,0
2891,2
1012,68
2233,2
1675,40
2367,2
3318,75
1372,2
976,2
1708,37
2478,98
714,2
1310,27
1382,52
2663,0
2017,5
2085,23
3151,83
338,96
2465,15
754,74
1451,2
1343,60
3229,2
2429,98
1515,23
327,86
1085,30
16,81
842,43
1042,68
2841,42
216,26
780,68
1664,2
2793,2
1402,2
3046,2
1140,2
923,4
1788,37
2185,2
867,72
3054,42
81,66
180,45
105,51
170,31
1868,2
2022,60
231,10
1606,2
1948,31
860,69
2149,21
2263,43
215,2
286,62
2058,19
3132,83
1266,82
1432,2
3076,2
2464,69
1818,37
940,34
1819,2
2215,2
428,2
1690,37
1023,68
740,8
248,71
