stu,cluster
883,10
2453,12
1822,29
1426,29
2581,18
1164,29
2746,5
1617,5
161,25
276,12
2247,29
2852,23
697,5
925,12
1481,1
507,24
2327,21
3030,29
2634,29
1297,0
1243,29
1377,29
2825,5
1487,17
332,28
2692,6
3243,29
1947,1
1456,29
1590,29
461,29
1194,29
2000,13
3099,21
199,29
2931,28
3213,6
2664,29
1669,29
1898,1
1427,7
412,29
264,14
142,25
256,10
2350,18
1195,29
799,29
906,12
2308,21
1977,1
749,28
2874,23
2665,29
2961,28
616,29
2190,1
3265,30
807,5
1540,5
1928,1
2042,23
1437,29
933,1
2086,29
1091,29
286,10
997,22
1844,7
829,29
1017,0
735,22
1627,9
567,29
431,19
1237,3
1638,18
153,11
1483,1
1879,1
2475,26
2299,29
2037,29
245,14
1775,29
237,10
1429,29
407,12
594,18
709,5
2512,29
3245,29
1358,5
1854,29
2250,29
1255,29
597,29
837,10
3151,21
1909,1
2505,26
2189,18
96,12
1490,17
2114,24
1072,29
335,28
1301,1
2012,13
2201,29
414,29
2695,6
3112,29
3246,29
1513,0
3144,18
1459,29
760,28
1197,29
3303,11
2885,23
2280,29
5,9
513,7
3063,29
639,3
1806,29
2493,29
145,25
3142,29
566,18
681,5
3014,29
818,10
433,19
366,29
2379,12
350,21
619,29
1175,18
2477,26
2979,7
2697,29
2676,6
3227,29
1702,29
1836,29
1440,29
2205,12
1178,29
278,1
392,23
343,18
3169,24
2752,1
886,0
281,6
1516,24
2648,29
1379,18
1653,29
2478,26
1391,29
491,1
2281,6
636,10
555,22
2554,21
943,18
452,9
3257,29
767,21
3298,30
1470,29
1604,29
3052,5
2429,26
2649,29
1220,3
2253,29
1399,5
16,9
1156,18
3074,29
980,21
1683,29
1912,1
2508,26
2937,23
2728,29
855,26
2439,12
2344,3
2204,29
1075,29
679,29
1808,29
1221,3
3328,30
1991,1
137,11
189,21
2417,29
1288,29
892,29
589,28
630,29
821,5
1942,1
1733,7
578,18
2496,29
2234,29
1838,29
1858,7
977,29
581,29
2678,5
919,24
2918,23
2709,29
353,21
794,29
1068,3
1705,29
2994,18
2389,24
1443,29
314,29
3017,1
1634,5
1478,23
873,29
2967,0
2431,26
1918,29
2651,29
1656,29
851,10
1554,18
3230,1
2948,23
3,29
2580,5
68,9
2128,24
946,18
266,30
1964,1
1869,29
498,7
60,10
1025,18
2177,1
2815,29
1686,29
3270,15
1915,1
1820,29
691,29
1424,29
307,3
53,7
1615,5
2442,12
232,9
1266,0
2998,1
2894,29
1503,29
1295,0
1523,7
2462,26
3126,6
2823,5
2682,29
38,0
447,19
895,29
2184,18
2089,9
330,28
1450,22
1945,1
3036,5
2157,0
3277,31
110,24
1108,29
1296,0
1896,1
2787,23
356,21
1059,29
2392,24
781,21
1446,29
1975,1
726,5
2529,29
1534,29
1326,0
2237,6
1659,29
2552,18
3168,21
375,12
2742,29
386,21
1089,29
2974,6
3129,29
2712,6
2867,29
1738,29
3236,12
33,19
1872,29
1636,18
1268,0
3058,5
273,0
219,29
2768,23
2902,23
2579,7
1332,21
2526,1
2464,26
1040,29
2663,6
2267,6
1689,29
2454,12
70,22
1626,9
3001,1
2792,7
812,21
1618,5
162,25
2164,29
2897,29
2635,29
1640,29
835,10
115,29
3088,5
3149,21
409,18
450,19
2564,5
629,21
52,9
785,9
2187,18
406,12
170,1
2693,6
2297,6
1719,29
1948,1
1853,29
1457,29
1522,9
674,28
2560,7
184,21
3061,29
181,15
1670,29
2111,0
1902,6
2298,6
82,9
1062,29
3140,29
260,15
784,21
2374,1
185,21
3069,5
1499,3
1833,28
295,9
1141,29
879,29
2073,9
617,29
1655,21
808,5
1586,7
1700,29
1929,1
2745,29
2328,6
1354,29
1650,28
1252,18
884,0
998,22
466,12
830,29
1280,0
1628,9
36,19
814,21
1639,18
2476,26
1597,21
2958,29
2354,0
2905,23
489,1
2574,3
63,9
238,10
2323,12
2270,6
1692,29
2053,8
73,22
1066,12
1959,1
3004,1
1621,5
1122,29
127,29
810,28
3091,5
2801,23
2935,23
2726,29
2122,0
1335,29
1491,17
2749,12
2300,6
1722,29
1514,0
614,9
1460,29
154,24
2301,7
1286,29
890,29
3192,29
1673,29
544,29
2756,29
481,9
85,9
796,21
1103,29
3143,29
1123,7
1752,29
1981,1
1282,0
495,29
2118,6
298,9
3258,15
217,21
2035,8
351,21
1316,29
2740,26
1262,21
2980,7
3094,29
1703,29
1441,29
552,10
3170,24
1095,29
859,18
887,0
469,12
1362,1
3173,29
39,19
1642,18
218,21
2607,26
2741,26
525,29
157,11
2565,29
2699,29
2303,29
1677,12
66,9
2065,8
2494,5
1030,21
2224,1
768,21
1229,1
1962,1
1,28
202,18
2516,29
978,10
1125,29
1137,3
2228,7
981,21
658,5
2175,1
2991,29
415,18
2938,23
2729,29
2010,13
1338,29
3109,21
2941,28
1076,29
483,9
2828,7
2942,29
2338,0
1289,29
3261,11
3321,25
1407,21
916,12
579,18
2759,29
1368,29
1993,1
1106,29
3200,0
1126,7
111,29
1755,29
446,19
2679,5
290,0
1839,28
2710,29
2314,29
1373,0
1601,7
354,21
2743,26
2922,28
419,1
3225,29
2284,6
1706,29
464,9
577,29
2067,8
315,29
2884,1
422,12
2630,5
3018,1
2440,24
347,18
2527,29
1049,24
2968,0
1785,29
2706,0
1543,7
528,29
3231,1
719,5
2969,1
1471,18
780,21
1349,29
2427,26
1736,29
2105,12
3056,5
1968,6
2519,29
1026,18
3206,29
240,12
3078,29
661,5
1553,29
1573,7
558,29
1687,29
2181,6
2732,29
2315,6
2033,28
308,3
99,9
1616,5
2162,29
2591,26
866,1
1900,29
113,29
141,11
2394,6
1923,12
1158,29
627,21
3264,11
875,6
2846,23
1717,29
1213,1
2628,29
2762,29
2345,6
2500,29
1371,29
1505,29
1109,29
2557,5
901,0
114,29
539,29
2788,23
1584,29
1994,13
2109,0
3093,21
2925,28
2078,12
2238,1
2029,7
2372,1
2887,1
1827,21
216,18
2113,6
1139,29
562,17
239,1
931,0
1273,29
3179,29
1788,29
3305,25
672,5
2818,23
1045,21
1352,29
956,29
2955,28
1090,29
2538,5
2975,6
2713,6
1739,29
2108,12
1531,0
3059,5
455,12
862,21
285,9
2211,24
673,5
204,21
1818,29
2489,5
1952,29
729,22
1690,29
2051,8
71,22
695,29
877,6
2773,29
3002,1
813,21
1477,1
1215,1
3160,29
2165,29
1769,29
1466,28
103,10
3289,30
1329,22
2135,6
1530,12
147,16
2052,8
72,22
2378,29
2694,6
1720,29
3095,21
1512,0
3040,5
67,29
1071,28
1112,29
3190,29
1484,17
2195,29
1799,29
645,5
542,29
2313,21
2582,29
3096,21
83,9
3141,29
1047,21
470,9
1750,29
1979,1
186,21
1884,29
2983,0
3070,5
1404,29
2230,28
1538,29
1142,29
934,0
880,29
1849,7
231,28
1504,9
1355,29
550,10
959,29
1671,6
656,28
1093,29
1253,18
2541,5
48,28
2959,29
1830,29
2563,29
1568,29
1172,29
2575,3
1588,7
177,29
2492,5
2720,12
732,22
705,5
2422,26
2054,8
74,22
3038,29
2359,6
2514,29
1385,29
128,29
1772,29
515,29
1595,24
413,18
1029,21
633,21
1598,29
2008,13
2727,29
1336,29
3107,21
248,30
1214,3
3316,15
1723,29
2092,12
1906,1
188,21
1039,7
3193,29
2803,23
2198,29
1802,29
3319,25
914,12
1625,24
2316,21
2274,24
86,9
1461,1
1366,29
1575,23
3198,0
2411,29
1753,29
496,29
1567,18
876,21
480,21
299,9
708,28
1145,29
3223,29
2833,23
3015,0
1852,7
2154,0
971,29
575,29
1704,29
1887,1
659,28
2544,5
2179,29
1783,29
1279,1
2608,26
526,29
130,29
1533,3
2566,29
2100,1
2066,8
2863,23
2883,1
1031,21
2425,26
1230,1
2645,29
3041,29
2779,29
845,10
2362,6
1784,29
1388,29
3159,21
2700,1
511,21
3254,29
2805,23
2596,29
2011,13
1339,29
3110,21
1217,3
2137,9
1323,21
3071,29
200,21
2809,29
2829,7
1814,29
453,21
1418,29
2547,29
2361,18
59,18
3273,20
1863,7
1313,12
548,29
917,12
2038,8
2835,23
928,21
2626,29
3022,29
2760,29
1631,29
826,10
1369,29
564,10
973,29
1161,0
1107,29
2178,18
1756,29
761,29
365,29
2251,8
2680,5
54,24
168,9
1939,1
690,5
3226,29
2923,28
2231,29
974,29
2865,23
1890,1
2486,26
1050,24
560,17
1157,7
3177,29
134,25
1786,29
2611,26
529,29
2124,24
2103,1
164,16
720,5
2069,8
3256,29
2866,23
2953,28
2428,26
1004,29
1737,29
2797,9
400,0
3162,21
1551,18
1155,18
2075,24
1509,21
3207,29
2703,1
2817,23
1816,29
1950,29
662,5
727,22
2599,29
2182,6
309,3
100,9
3113,21
2528,5
3212,0
2163,29
1034,29
2458,26
3208,29
2812,29
2395,6
1421,29
1555,29
2050,8
3237,29
156,25
271,12
2847,23
1866,7
442,10
692,5
920,12
2891,29
106,24
2629,29
723,29
2367,29
2346,6
1768,29
1372,29
1482,17
2106,24
2193,29
327,28
643,5
802,29
3238,29
1451,29
1585,29
3033,5
2592,3
2877,23
722,5
2239,1
3055,29
479,18
2242,6
262,20
1664,29
1893,1
2793,29
1402,29
1140,29
2588,5
2185,29
2652,26
2872,29
1972,1
2819,23
2744,29
2413,9
506,7
1353,29
2956,28
2976,6
2398,29
1432,29
1566,29
2573,3
270,1
2215,29
992,22
2322,12
730,22
958,29
1622,9
3131,1
856,18
840,10
2899,23
2523,1
2166,29
1037,29
641,29
965,10
1770,29
338,28
379,29
1953,1
1330,22
402,12
631,21
704,5
3240,29
2850,23
246,30
1983,29
592,29
832,10
783,5
1375,29
3146,21
2561,5
1064,24
2062,29
1485,17
2196,29
1800,29
2007,13
543,29
1454,29
1192,29
84,9
2409,29
3301,16
1018,29
2245,6
1258,10
1667,29
2796,29
1801,29
1405,29
297,9
383,12
706,28
140,25
2321,1
2226,29
2831,23
1850,7
676,5
2613,29
1672,0
994,22
805,6
1356,29
911,24
2910,23
2542,5
251,14
2472,26
565,24
3222,29
2826,29
1926,1
1831,29
1435,29
1623,0
1851,7
1173,29
44,29
2621,5
995,22
1592,12
733,22
3039,29
1877,1
2473,26
903,24
1386,29
3157,21
600,23
2142,12
235,10
644,29
18,12
3252,29
2373,24
3293,30
2090,1
707,5
1599,29
29,27
2009,13
2424,26
208,29
2093,6
2940,28
2408,18
2355,12
595,29
493,18
2673,29
2324,24
1907,1
2503,26
1302,7
1416,29
3019,28
3194,29
368,23
1488,17
2199,29
1803,29
1177,12
2989,5
546,29
915,12
1216,3
2317,21
758,28
1462,1
2674,29
1245,3
2278,29
2070,0
1283,29
1408,29
2491,29
3224,29
2834,23
2229,29
1967,29
2878,29
972,29
576,29
2252,12
816,10
1888,1
2545,5
1048,24
1571,28
443,30
348,21
2180,29
843,0
1063,3
1834,29
1438,29
1135,28
1176,29
47,29
2101,1
2864,23
2259,29
1493,1
2426,26
606,29
3042,29
2646,29
618,3
2335,24
1389,29
1549,18
1153,18
501,12
2701,1
512,21
941,18
545,18
3121,29
3255,29
1864,29
139,4
1468,29
2597,29
473,29
3111,21
1218,3
14,9
3315,16
1154,18
2456,26
3072,29
1681,29
1910,1
1815,29
1419,29
397,12
1610,5
2343,5
2153,24
1180,12
2889,29
2084,10
104,24
3023,29
929,21
2627,29
3326,30
1290,0
1632,29
827,10
135,11
1236,29
2457,26
1382,3
1582,28
359,21
1184,18
3102,29
1008,21
451,24
1940,1
484,21
1583,29
2098,29
432,10
3053,29
1662,29
165,11
1891,1
2487,26
2311,29
2049,29
1787,29
1370,6
792,29
1970,1
1875,29
2890,7
721,5
504,7
263,30
2107,6
2658,29
1321,0
1476,23
25,9
1005,29
609,29
2600,24
2232,6
849,10
2183,1
800,5
3163,21
1921,1
2076,24
2737,29
864,26
1274,10
1817,29
990,22
2593,21
2862,29
1525,0
1612,5
1263,0
80,29
214,29
2763,23
2688,29
2030,29
3318,16
2459,26
3075,29
2262,6
838,9
1684,29
2368,24
1422,29
587,18
1613,5
2848,23
2156,24
2243,29
1867,7
2892,29
1501,29
3083,5
2718,29
362,21
1065,29
328,28
3105,29
1714,29
1943,1
1452,29
1190,29
2638,5
3034,5
2448,24
1202,3
3299,16
2639,6
1665,29
1403,29
274,29
12,29
779,21
1973,1
3064,5
2110,6
28,9
3086,29
2669,6
1695,29
2018,8
1829,29
1433,29
1927,6
2451,12
3007,1
282,10
993,22
1275,0
31,19
210,21
138,2
1646,29
2900,23
2691,29
2295,29
1092,0
1133,1
1038,29
233,10
2452,12
2216,1
2048,8
1954,1
403,12
468,29
2091,6
2246,29
1117,29
2642,29
1870,7
9,9
50,10
2895,29
229,12
2269,12
1087,6
2501,26
3233,24
2721,29
1486,17
806,29
1455,29
1984,1
224,18
2820,7
182,21
2410,29
3187,29
1304,12
1668,29
277,29
411,29
384,12
612,19
791,21
1098,29
3138,29
2876,29
1747,29
1244,3
1976,1
1015,0
293,9
2911,23
346,21
3089,29
1436,29
441,29
205,18
319,3
3010,1
2360,5
882,0
996,22
3294,25
2644,29
2736,26
520,29
844,10
2474,26
61,9
2060,8
1041,29
19,12
2723,29
448,9
3253,29
1728,29
1957,1
1654,0
2074,28
418,23
2511,29
2249,29
1120,29
1254,29
1152,18
653,5
1679,29
2504,26
410,18
497,23
2382,0
2724,29
2799,23
1333,29
1608,5
76,29
478,9
793,21
1987,1
927,21
759,28
2455,26
361,18
2675,29
1546,29
626,29
2986,7
1006,21
429,9
2032,8
1729,7
574,18
2754,29
2096,29
1101,29
893,0
2838,28
2879,29
1648,18
2485,26
2705,29
2738,26
349,21
1314,29
3092,29
1701,29
459,9
250,15
896,10
2385,24
310,29
2990,18
2993,23
3013,1
2522,29
3171,29
869,29
2283,12
1652,29
523,29
798,5
2735,29
64,9
775,21
1082,29
3176,0
1028,21
2309,6
1731,29
1469,29
1629,18
2412,18
196,21
101,12
2939,29
3073,29
1944,29
1548,29
2173,1
2677,29
1682,29
2507,26
687,29
1420,29
303,3
94,9
1611,5
155,25
241,28
3152,29
1058,21
197,21
1291,0
1633,29
3081,5
296,0
622,21
1287,29
45,9
891,29
1185,18
1009,21
686,5
1712,29
1941,1
2495,29
667,28
1104,29
1292,0
1651,18
166,11
2970,29
2586,3
2377,9
167,12
462,9
777,21
1971,1
3016,1
2525,29
505,7
926,0
872,29
1060,0
2716,5
2152,12
3300,25
89,28
2339,24
842,6
2841,5
2342,29
778,21
1347,29
3327,15
689,29
3125,29
1734,29
492,9
2659,1
1472,29
3054,5
2764,23
857,21
2555,29
2206,24
2293,29
3204,29
553,24
2263,6
1685,29
2450,12
2046,8
588,18
192,18
306,3
97,9
1614,5
2506,29
2997,1
1115,29
3155,29
2214,0
2160,29
1764,29
1502,29
1085,6
3084,5
3210,1
2928,23
2719,29
625,21
2047,8
363,21
1328,29
3026,0
2972,29
3308,15
6,12
1012,21
2689,6
1715,29
378,0
1453,29
324,29
2901,5
2449,24
2765,1
3185,29
1666,29
537,29
340,9
393,21
747,24
1042,21
1745,29
940,10
3065,5
280,0
1305,22
1325,0
1043,22
1958,29
670,5
1696,29
701,29
305,29
3311,2
1350,29
108,9
2148,9
1088,29
283,10
2536,5
3166,29
1300,28
2662,1
2171,29
32,19
420,15
211,21
1635,18
2403,6
2558,29
169,24
2954,29
2141,6
2296,29
1167,29
2570,3
3281,15
2924,6
17,12
1023,21
1647,28
69,22
2551,26
2771,29
268,2
811,21
1380,29
2509,29
2783,3
963,6
3158,29
1138,7
123,29
2136,12
651,5
3087,5
408,18
1024,21
628,21
2003,13
51,9
2722,29
1331,29
935,29
2934,28
1449,21
1718,29
381,0
2904,5
2896,1
1901,1
2539,29
183,21
1148,29
3188,29
3262,15
2080,9
1797,29
2926,29
1931,29
540,29
909,12
449,27
477,9
1643,7
1361,29
556,10
1748,29
116,3
3068,5
3268,30
369,3
871,21
475,21
294,9
703,28
1832,28
213,21
2798,1
3218,29
2715,3
2223,29
1847,7
423,10
1961,29
738,22
1699,29
2095,29
2330,12
2079,21
320,3
1649,28
1882,1
2406,7
3011,1
1251,18
465,12
1778,29
521,29
125,29
30,20
1170,29
962,0
3284,15
908,29
2061,8
81,22
2858,23
3120,29
2220,1
2420,26
2640,29
2915,5
2774,29
2357,6
1383,29
3154,21
966,6
1121,29
126,29
3199,29
654,5
551,29
2800,23
2174,6
563,3
1200,29
2006,13
2725,29
301,3
92,9
938,29
1212,3
1334,29
3306,11
2258,5
1056,21
1988,1
195,21
764,29
2804,29
1809,29
1413,29
1151,29
1285,29
868,6
2471,5
3317,25
2094,18
1007,21
1206,1
2755,29
2097,29
3135,21
988,7
1102,29
894,0
1751,29
509,9
2572,29
2155,6
1181,29
1410,1
1315,29
3221,29
741,22
460,9
2063,8
311,29
2785,29
0,24
228,31
437,25
1394,29
1885,1
3172,29
178,30
1781,29
243,10
2150,12
1364,6
524,29
34,22
2811,23
2602,29
715,5
2017,13
65,9
1467,18
1345,29
2064,8
3251,29
3279,11
2531,5
2390,29
2423,26
999,29
603,29
1524,0
395,0
1732,29
3202,29
1496,17
2207,29
1811,29
657,5
950,29
923,12
1569,7
2325,21
2594,29
304,3
95,9
1337,29
3108,21
3267,14
2158,29
1136,12
22,24
3082,5
46,9
2045,8
3232,29
151,25
2842,23
1861,7
1579,29
1767,0
1995,7
2081,10
175,10
3263,16
376,0
2624,29
322,29
824,10
1233,29
1763,29
1367,29
259,9
1105,29
2553,5
122,3
1792,29
2617,26
535,29
2587,3
1318,29
2921,28
2336,12
717,5
463,9
254,15
2434,26
2568,26
3050,29
634,7
2351,28
212,18
1397,29
1189,0
1303,22
2717,5
2131,24
949,18
1842,7
668,5
527,29
3304,30
2188,6
2739,29
1348,29
952,29
3119,21
2146,9
2534,5
2971,6
1560,28
1735,29
1162,18
2264,1
398,0
41,28
2952,29
858,21
2556,29
1447,7
1581,7
3205,29
611,0
698,5
1637,24
2844,23
3031,29
2769,29
2465,26
2027,29
2161,29
1765,29
227,10
2134,12
333,28
930,18
1086,6
3285,30
2082,1
1317,18
143,16
1591,29
3235,29
846,24
2845,23
2932,28
1207,3
2240,29
3214,6
1716,29
325,29
2,13
3028,1
1899,1
1067,28
482,12
3186,29
3165,6
1480,17
1795,29
3312,25
1378,6
2002,13
538,29
2578,29
2133,24
750,28
1187,29
561,12
2875,23
3191,0
2404,29
257,15
1013,29
1746,29
1242,1
2028,7
2437,26
2657,29
2791,29
3266,30
1541,5
1400,29
1978,6
1306,22
292,9
3216,29
2221,29
1845,7
671,5
2870,29
568,29
702,29
1271,0
989,22
371,9
318,3
1351,29
3122,21
3323,11
2537,5
2369,12
1073,21
2294,18
287,15
2467,26
3217,29
3009,0
1826,29
1430,29
2559,29
1564,29
1168,29
2856,23
1359,5
728,22
1506,24
2218,1
1223,1
2772,29
1381,29
1593,28
124,29
652,5
3247,29
757,21
1951,1
2589,29
2985,29
1198,29
2004,13
2419,26
2601,3
936,29
244,30
1210,3
3103,21
590,29
382,0
2319,24
2802,29
2822,7
1411,29
416,29
1035,7
1149,29
3189,29
2194,29
146,25
1798,29
803,29
541,29
910,12
2312,21
2619,29
753,28
1055,21
819,10
2034,13
1574,28
2031,7
1749,29
620,29
640,7
2832,29
3269,30
1563,18
1932,1
2087,24
3219,29
279,1
2957,29
1848,7
55,27
739,22
967,29
571,29
762,5
321,3
508,9
385,18
1674,7
1883,1
2908,23
2041,29
1046,29
1779,29
2273,6
2824,29
522,29
2117,24
1171,29
3249,29
2859,23
2254,29
2388,29
1992,29
1051,0
601,29
3037,29
2641,29
613,3
1780,29
1384,29
1913,1
598,23
1494,17
3116,29
655,5
3250,29
2854,29
1463,29
1201,29
3106,21
313,12
1057,21
1027,29
3067,29
2671,29
1905,1
1810,29
494,23
149,25
570,18
685,5
913,12
2622,29
822,10
1365,29
3136,21
861,1
226,21
131,12
1935,1
1726,7
1444,29
1578,29
1182,29
2585,3
2376,9
2919,28
2227,29
427,10
742,22
970,29
2861,23
3048,29
2881,1
2786,29
1657,29
1886,1
2482,26
912,24
1395,29
3288,10
1782,29
841,0
3302,30
1965,1
2120,24
2999,29
300,27
1521,24
716,5
434,27
2099,1
3314,4
499,7
1232,7
258,30
1224,3
2257,29
2653,29
2391,29
2068,13
1000,29
604,29
1547,18
1916,1
2071,24
2524,0
3203,29
2208,29
1079,29
1812,29
985,22
2019,13
1225,3
3124,1
3282,29
2683,29
476,1
1322,21
2421,29
2025,29
2213,0
1084,0
2159,29
2444,12
1417,29
1946,1
3020,28
582,18
2843,23
1129,7
688,5
42,10
1862,7
176,10
585,29
2261,12
2625,29
3021,29
825,10
179,15
3139,21
440,19
373,29
1580,28
2386,12
357,21
786,18
2484,26
852,0
3100,29
3234,29
2287,6
1709,29
748,28
2873,23
2893,1
718,5
2026,7
2917,29
247,11
957,21
2655,29
3051,29
2789,29
1660,29
1889,1
1794,29
1398,29
593,10
510,12
133,25
2132,24
790,29
774,21
2606,29
2102,1
1269,0
2436,26
2260,29
2903,23
1561,28
1003,29
607,29
1299,28
987,21
2685,29
1281,10
148,9
1550,18
1428,29
1824,29
1919,1
1011,6
2446,12
1619,5
874,0
1357,5
1766,24
584,18
3127,1
2140,5
3032,29
2466,26
3272,10
1873,6
3275,15
899,29
878,6
1033,29
637,29
334,28
11,12
771,29
836,9
3286,30
2043,8
1949,1
1740,7
1458,29
2104,24
700,5
3215,6
2637,29
2241,29
1246,29
4,9
1865,7
642,0
984,29
380,0
360,21
2192,29
1796,29
801,29
2686,6
2290,6
2310,21
1209,3
751,28
1526,24
284,4
2438,26
2920,29
1663,29
421,9
809,5
1401,29
159,9
390,21
136,25
2276,0
2222,29
885,0
744,24
953,18
1846,7
2830,28
2871,29
3259,25
1239,3
37,19
1876,29
2609,29
1272,0
3062,5
1010,0
3123,21
3209,24
