stu,cluster
573,22
3202,45
3316,67
1792,32
209,11
2534,31
1474,51
2971,32
1789,26
1318,32
1036,54
323,32
2450,37
1428,20
3050,32
539,38
2379,13
3184,32
1397,32
953,55
3260,27
844,5
413,47
1492,40
847,10
961,32
2290,20
330,49
2739,32
1033,20
3168,29
615,32
1234,10
1348,32
1926,8
2952,32
1823,32
2556,32
1770,26
983,55
3129,73
3290,27
2268,10
3114,30
1032,33
3031,32
1877,8
862,30
2191,55
2769,32
1774,32
1264,10
812,29
121,32
2006,9
2161,32
664,51
1146,54
2758,22
1166,32
2907,2
3175,45
1085,44
695,38
1956,8
3244,32
2551,74
2636,32
2240,32
743,51
1549,35
2743,15
1541,31
1400,55
3320,27
2115,37
2921,21
1907,8
1804,32
671,31
3205,45
1196,32
2853,2
518,54
3095,30
2537,31
1462,8
2172,55
212,47
3022,45
793,29
1013,32
3327,43
155,7
2791,32
2145,37
1937,8
2279,37
2488,31
3096,30
75,14
3289,16
1006,29
2221,32
1226,32
2147,3
2870,32
2984,54
1888,8
1833,72
1351,32
1571,35
1517,64
2017,9
3279,7
2486,42
567,72
2015,48
3217,32
223,33
405,10
1826,32
1430,32
2101,8
2403,44
1564,32
2361,47
59,47
569,32
333,21
2696,37
716,51
2647,32
71,21
29,24
2437,42
2772,32
2126,37
489,45
1381,32
2092,44
2776,2
124,32
2701,8
3270,16
2376,68
597,72
3247,32
2985,32
2589,32
1198,32
337,32
3323,27
766,29
750,21
810,72
561,5
2883,20
1910,8
1996,48
1305,14
2802,32
1411,32
424,36
416,32
1149,32
2806,2
2590,32
2194,32
697,51
762,31
3098,30
2962,20
1278,33
541,32
1499,1
2619,32
367,32
1582,35
796,29
1150,32
2807,2
1068,79
3228,32
1940,8
2832,32
78,14
2620,32
2987,54
88,64
571,32
3302,66
173,22
1891,8
2574,1
3296,22
80,59
960,29
1046,32
2837,2
375,13
575,38
2824,32
522,32
1487,40
1970,8
2417,59
1362,45
2650,32
2388,32
777,29
1992,32
601,32
3037,32
2022,54
2788,2
2183,8
2223,44
2357,44
1921,8
168,64
1384,32
685,31
226,11
527,2
3116,32
3250,32
2854,32
2605,2
2174,44
1806,26
3159,30
2992,2
1445,20
753,21
1027,32
8,53
2818,2
3067,32
1999,48
2941,72
868,44
1552,2
738,14
852,36
1019,33
1407,29
1513,10
1446,20
1,49
370,32
1585,35
548,38
1943,8
1787,26
1578,32
1182,32
624,33
3307,27
970,32
3048,32
3182,32
2422,15
1657,32
1839,72
2617,74
1604,26
1395,32
1791,32
2786,32
2816,54
951,55
2790,2
829,29
1364,44
505,54
1490,40
1973,8
2684,20
13,37
3018,45
1817,26
2568,74
2257,32
1566,35
2780,73
2391,32
780,29
3161,30
1000,32
2132,37
1821,32
688,31
42,36
430,32
2262,3
436,75
1684,26
2208,32
2604,32
3268,12
2922,49
3162,30
2995,2
160,27
3280,22
422,33
2421,32
3267,52
159,68
1448,20
2159,32
916,10
821,38
1144,54
1185,55
2473,42
2216,8
264,4
2821,2
1954,8
570,47
2296,37
1714,26
2634,32
741,14
1525,10
1263,10
585,32
2424,42
556,5
2919,21
373,32
782,51
3203,45
1079,45
1194,32
2851,2
3100,32
3234,32
1984,8
1003,55
3310,27
2664,32
3051,32
453,33
2110,3
1619,31
1660,32
2002,61
2789,32
1357,31
1398,32
1262,22
1794,32
2140,31
1695,26
3272,36
1976,8
2982,54
103,5
2074,22
2188,44
1725,54
73,13
2408,47
3021,45
616,32
1045,29
1341,28
1569,35
2260,32
493,47
2013,48
261,69
1824,32
850,55
984,55
2955,72
3010,8
3291,27
1169,37
3115,30
2328,59
3032,32
2246,26
2037,32
2393,45
1775,32
2143,13
3169,37
813,29
1429,32
2731,40
771,32
3245,32
1957,8
1854,32
1458,32
3214,44
2637,32
2241,32
1246,32
1401,55
3145,30
1266,10
105,64
748,21
786,47
2116,37
1303,14
33,75
1295,10
454,68
3165,44
2077,45
1459,32
2192,32
2419,74
3062,31
1197,32
801,32
1987,8
3146,30
2313,29
3092,59
749,21
144,27
90,56
2814,51
794,29
1296,10
2711,38
2805,2
1643,54
260,58
1663,32
1414,2
1978,44
1360,31
1466,49
2358,36
1299,21
1518,59
2276,3
450,75
2222,32
3329,7
1856,54
2795,73
1876,32
231,36
619,32
2979,10
2697,32
1154,47
1044,32
1178,32
2835,2
1693,32
584,47
1431,32
3013,8
334,21
1567,72
1675,20
189,11
2438,42
2020,54
2826,38
3035,32
44,38
273,10
387,32
2777,2
2693,39
2297,39
2430,74
2127,36
1249,33
2865,2
3248,32
918,13
3313,12
1857,32
1648,38
474,36
520,3
3157,30
175,5
1960,44
751,21
656,49
824,5
1212,1
2173,8
70,68
2381,37
245,69
36,75
1306,14
1412,32
1276,22
1442,54
1529,59
2460,74
763,31
804,32
3099,30
2963,20
2882,32
2088,22
2316,29
87,13
242,36
1644,45
147,27
630,32
2670,32
2643,15
1990,44
265,19
1131,54
412,38
546,38
2149,37
1941,8
1838,32
487,68
79,14
930,0
1701,26
1096,32
1859,54
2571,31
5,64
2575,1
272,36
2053,41
2441,37
39,62
1259,31
1971,8
587,47
3213,28
525,72
1291,20
3016,8
2129,36
2517,32
2309,3
2651,32
2255,32
1260,32
1280,10
884,10
602,32
2601,31
2392,37
2130,37
632,54
853,22
1214,1
227,5
308,79
2730,32
2354,10
2300,39
3266,12
2433,74
2868,2
2418,31
1840,54
2855,32
1860,32
3160,30
3007,53
2631,31
1530,13
356,11
2819,2
883,22
24,32
1551,72
1503,32
2122,10
739,14
3147,32
2898,2
2966,20
1510,40
1993,8
507,36
16,64
895,32
1514,10
3210,8
2501,42
1077,45
446,62
1707,32
902,13
2472,15
2654,55
740,14
2836,32
490,68
2490,32
2765,8
25,5
1099,32
3049,32
1920,32
1739,20
1658,32
2000,61
2141,0
2410,45
2569,32
401,32
830,29
903,13
1608,31
2056,41
2444,37
369,79
256,22
3128,32
1491,40
2289,20
1871,32
963,0
2520,32
2049,38
867,32
2261,37
838,5
1609,31
2733,32
3256,73
471,68
954,36
1738,32
1342,32
2263,3
2867,32
2436,74
275,13
2065,18
2662,8
1843,54
2923,49
224,47
3163,30
559,37
2550,32
161,27
1764,26
1073,29
2288,32
1293,32
897,32
1312,45
2736,42
2474,42
237,22
1680,32
1955,8
1168,37
886,22
2375,36
2897,32
1118,36
1527,55
1715,26
2635,32
742,14
115,32
658,51
819,5
93,13
2714,32
2338,10
914,13
3298,52
860,42
2504,42
1080,45
2852,2
2891,73
3060,31
205,47
2896,8
1901,8
28,5
142,27
1745,26
206,11
1641,54
949,55
1620,31
1661,32
2111,3
2426,15
290,10
1516,59
985,14
1696,26
1373,10
1110,45
2326,13
1425,20
620,1
2505,15
2869,32
1874,32
149,7
879,32
966,0
2114,13
617,32
2315,3
2798,8
1152,47
420,12
350,33
2967,45
410,47
1121,59
3281,12
309,1
327,49
1825,32
1011,44
2924,3
1882,8
2956,72
1137,3
1565,72
1083,32
2477,74
2874,2
572,2
1904,32
361,47
1508,32
164,27
2687,32
270,45
2042,2
1873,44
1692,32
3170,37
691,38
2220,8
3131,45
574,47
1721,32
2766,32
1718,26
1113,32
2716,31
1247,32
118,32
822,5
217,11
787,47
351,11
980,33
2592,1
2583,32
1274,22
455,68
917,13
98,59
2990,47
592,73
2405,31
1988,8
228,25
3192,32
2314,29
427,5
145,27
91,56
1057,29
1143,32
1748,26
2272,32
2668,32
881,32
2618,31
2429,15
1206,8
338,49
2747,32
485,68
2170,20
2370,45
1094,32
517,20
381,10
1522,64
2885,2
1629,47
2294,55
2508,15
706,72
2573,1
1778,26
1410,8
2698,32
919,36
1307,32
321,1
353,33
2051,41
2439,37
1674,54
2667,44
2459,15
3044,31
3085,32
2389,36
477,68
1630,47
1885,8
1124,32
3164,32
2169,32
672,51
2880,44
2303,32
295,64
2021,54
1645,32
1227,44
2515,31
694,38
2694,39
109,59
392,2
612,5
1724,32
133,7
467,32
1116,32
176,5
752,21
825,5
562,40
354,11
1309,54
920,13
3066,31
2052,18
2567,55
2317,29
1512,10
2933,32
1322,29
1751,26
1542,32
3194,73
2937,2
2781,20
593,5
1189,30
2155,3
3012,32
2750,32
488,68
185,30
991,14
251,12
110,36
2940,49
3225,32
555,14
2177,26
1781,26
2359,3
2983,10
1625,44
2913,31
315,32
724,51
2054,41
2100,8
2442,37
3047,31
3301,27
588,47
192,47
526,72
2518,32
1134,71
945,55
1127,32
1261,32
2918,2
2655,37
2024,54
499,54
532,2
1607,31
519,32
1484,40
2256,31
193,47
1340,32
3077,31
1097,45
774,29
1989,32
2264,8
2681,31
1841,54
1478,2
1652,38
2469,31
2548,32
682,31
1602,37
1553,32
2948,2
2202,32
705,51
1216,1
402,13
1363,20
66,64
549,32
1678,32
1245,1
2761,32
2464,74
2415,32
3148,32
113,32
1757,32
1158,32
2499,31
629,33
2628,32
1078,45
2158,3
1762,3
975,32
2210,13
713,32
317,32
3236,37
3028,8
1899,8
3178,32
184,33
204,11
383,13
3269,70
1427,54
2445,37
1054,37
1242,8
3328,12
3045,32
529,72
3179,32
2943,21
2521,32
1392,32
1130,32
2787,2
839,5
408,47
2285,20
2399,42
2996,32
1814,26
1081,32
3080,31
1100,45
1844,54
306,35
2593,29
2612,42
2813,32
3324,19
2510,31
1450,14
1765,26
1596,68
1160,32
1294,32
898,32
689,38
3011,53
339,68
2038,41
1471,73
887,22
3295,77
857,30
1382,1
2502,32
1716,26
1111,32
2768,2
398,10
2902,2
2001,9
2942,38
503,32
1951,8
797,21
1795,26
915,13
1028,33
1324,32
67,32
99,64
496,29
3239,37
3285,4
1746,26
154,36
1161,10
3200,45
2582,32
207,11
795,32
513,54
2532,31
1058,33
589,49
986,14
3017,45
1741,32
2799,2
746,32
537,38
1061,44
880,32
2872,72
1932,8
2274,37
2946,21
3230,45
1001,29
1638,55
959,32
1883,8
1346,32
2740,74
27,57
1590,20
2072,23
776,32
218,33
400,10
2513,31
210,29
2346,3
1559,32
2094,47
769,29
1271,10
1030,33
2432,42
1345,45
3029,32
2767,32
2189,55
1913,8
2295,73
1376,32
1114,32
1301,38
2905,2
119,32
2360,59
3212,10
823,5
2197,32
1211,1
560,40
397,13
3242,32
666,21
981,33
2543,31
1798,26
1193,32
1327,32
198,32
3318,27
3109,33
2895,73
1539,31
1437,20
2227,59
543,72
1905,8
3193,32
2010,61
2535,32
1406,32
419,36
2801,2
2935,2
692,51
2349,21
516,54
3093,30
932,32
2299,20
1467,47
2205,13
2614,32
2748,32
1460,8
1733,54
236,36
1753,32
2402,32
382,10
791,29
2926,38
643,51
1858,54
1145,32
540,38
1063,79
2949,21
856,15
1935,8
3223,32
1779,26
1174,32
1012,33
2273,3
2219,32
722,51
3299,27
828,32
2345,28
1277,44
54,37
618,79
901,22
1698,37
1886,8
20,44
871,30
2881,8
1783,32
1387,32
2481,74
2036,32
130,32
2566,32
955,29
1531,45
1482,40
677,21
1965,8
2099,8
2645,32
1504,64
772,29
2383,32
596,32
2595,31
2770,32
2930,21
508,68
1916,8
498,54
2083,5
1041,73
2596,32
2200,32
1938,32
4,13
2849,32
2546,31
170,45
3154,30
221,47
3321,27
53,54
172,5
372,36
3196,32
1994,48
1946,8
2497,31
1147,32
2938,2
627,33
1244,1
973,32
1014,33
2302,20
2576,31
2105,37
1162,47
106,37
3226,32
440,62
2964,32
1311,32
2914,31
2591,15
725,51
2443,37
300,24
1052,37
434,24
3043,32
2666,45
1889,8
1834,72
2363,44
2404,45
1672,10
1390,32
1786,32
444,37
3177,32
946,55
878,0
1128,32
2959,38
1830,38
676,51
299,64
533,2
1485,40
680,21
1317,47
2102,8
2598,32
1651,72
1812,26
1025,55
1623,10
1737,32
1091,0
755,51
775,29
2067,23
3207,32
1919,8
2579,54
431,75
2203,32
2599,32
403,13
7,13
3107,30
1469,73
3127,8
710,21
2184,55
2416,32
2825,51
1443,20
314,20
291,73
178,16
1949,8
3237,32
230,63
1709,26
2233,32
2629,32
736,14
2253,10
2367,32
2756,73
976,32
2137,64
190,26
714,32
2108,37
1343,54
1415,79
2560,54
3198,45
854,42
2846,2
384,13
948,55
3229,32
2530,31
2362,38
3138,30
82,56
610,32
1047,33
3046,32
535,38
2420,15
2784,32
1997,61
2944,21
1393,32
807,51
1636,55
1228,1
1488,40
683,21
843,10
1868,32
1586,54
1815,26
1606,32
1344,32
215,32
778,29
89,72
3076,32
1922,8
303,1
1423,32
1819,32
1557,32
709,51
406,13
815,32
3110,30
1472,73
3027,32
858,30
2187,55
641,32
1374,32
379,32
117,32
1605,44
2726,40
1183,55
3240,32
2978,32
1849,32
252,76
621,59
1587,32
1796,26
2089,13
1029,33
633,33
2498,32
2632,32
1974,32
3140,30
100,64
3057,32
554,5
385,47
2225,59
1903,8
1298,14
2008,61
1800,32
1290,10
48,53
248,78
2586,1
2107,3
3201,45
1454,32
2301,54
3326,76
1192,32
2043,18
514,54
1982,8
2533,31
840,75
234,36
2977,44
789,29
2232,39
1123,54
1164,55
1742,32
2800,2
538,38
1617,31
2746,31
2947,21
1933,8
1396,32
319,79
2298,20
2271,3
2613,32
1002,29
1639,55
2794,44
3231,45
2980,54
394,29
2320,44
1924,44
2692,32
1329,14
1853,20
282,53
1321,10
2168,32
2482,42
3079,32
1173,32
568,38
31,62
1963,8
1822,32
1426,32
586,55
150,19
2247,32
2033,72
1272,10
1031,33
3030,32
2176,8
2928,21
101,13
644,32
1377,32
3262,46
811,29
2729,40
3277,25
3305,7
2827,54
3243,32
1141,20
1456,32
461,32
3152,30
595,32
199,32
2608,15
2673,32
1540,31
423,5
557,5
348,11
1449,29
2434,15
1669,32
2011,61
286,36
441,59
1803,32
2085,10
1017,26
2380,44
452,68
2828,54
3124,53
1195,32
731,14
590,38
3094,30
1985,8
1628,36
2372,45
2665,32
3188,73
469,13
1408,32
1126,54
2018,41
2803,2
104,37
3224,32
1936,8
1358,31
859,55
74,14
2878,32
253,16
1575,2
84,64
1335,20
1832,72
2570,1
2610,74
2152,13
2581,47
2695,32
2957,38
2016,9
1438,32
2048,41
297,64
47,32
1176,32
2014,48
2833,2
449,12
1966,8
582,47
214,29
1543,54
1649,72
266,76
2124,36
2512,32
2646,32
2250,32
2041,38
3002,45
773,29
1255,32
2953,40
1275,10
3276,19
359,11
1917,8
2337,36
681,31
2075,36
1468,32
2201,32
1092,10
2863,2
3246,32
1573,54
2133,13
2280,32
1440,55
58,24
163,77
1452,29
68,68
3063,32
6,13
2493,32
30,41
1546,72
2627,32
2458,74
734,14
116,1
1236,32
3142,32
1256,10
2281,32
2368,37
2715,1
366,32
2988,10
1053,32
3052,31
1072,45
2844,2
3227,32
2098,32
1702,32
1399,31
1836,32
2151,44
77,14
134,27
726,51
1537,1
1409,44
3303,27
3287,19
2340,59
2782,26
1191,1
2029,54
2070,55
1653,32
1391,32
2973,8
0,32
2751,44
2019,9
1186,8
240,13
1320,8
3319,7
534,2
1486,40
1969,8
3257,32
2230,49
1288,55
1289,20
1026,55
609,32
2649,32
833,5
3074,32
2128,37
563,1
38,36
1923,13
2728,32
285,56
2862,32
3003,8
3251,73
2204,32
2678,31
2060,18
2866,2
2207,37
1576,54
1064,59
2325,29
3158,30
1654,10
2251,0
1759,26
2652,15
892,32
302,1
502,26
3005,53
2032,41
2817,2
2138,59
1634,31
2892,32
2087,13
2496,32
631,33
1710,26
1501,32
2461,74
737,14
653,51
581,32
977,32
2580,31
14,64
148,64
2709,32
939,5
1326,36
1736,20
909,13
855,42
1075,45
1190,32
2847,2
1705,32
1980,8
2322,37
60,36
3233,37
2117,13
83,56
873,32
255,19
1918,32
1615,31
1656,32
1581,38
1258,22
808,51
3,32
1691,26
2877,2
2823,31
1869,32
2659,8
2615,1
3293,65
836,5
2480,42
156,17
1600,29
1686,32
2397,44
2815,32
304,1
1424,32
1820,32
1560,72
1165,37
3111,30
2894,32
2713,20
182,11
933,59
2431,42
2682,32
3008,53
2120,36
911,13
2373,36
1284,29
2760,73
257,46
1108,32
2899,2
3141,30
817,5
421,5
1205,1
346,11
1352,20
2009,61
2587,1
2324,36
41,49
296,10
912,13
1039,54
1455,32
1059,32
3058,31
2453,37
2171,59
2850,2
968,30
203,47
3283,6
3187,32
2529,32
140,27
2321,3
1534,32
1292,10
686,51
3263,27
1626,35
1618,31
1659,32
276,73
1241,44
1934,8
2742,32
320,79
480,68
2876,32
1265,29
614,68
1747,32
1694,26
3286,16
1089,32
3088,31
1310,0
2503,15
1852,54
241,51
2564,31
1872,32
2355,37
2932,49
2407,47
219,32
56,5
1773,26
390,30
1330,14
3019,53
744,33
926,10
1040,32
1060,10
2046,41
2266,44
2483,42
2831,2
1177,37
3123,30
1880,8
2954,72
2644,32
2475,74
3308,12
2910,2
2327,59
2078,29
2164,32
2352,3
3274,19
2331,29
1640,32
2335,36
1207,1
301,79
2723,32
3090,54
2218,45
3069,31
2861,2
1457,32
443,19
3153,30
1593,72
2609,15
1754,26
171,5
600,2
820,5
1208,1
2214,10
3061,32
349,11
2757,29
2435,15
1670,32
2012,61
32,75
1065,38
876,22
2829,54
861,42
994,14
1062,32
2047,18
2248,8
1986,8
1863,54
2312,29
9,64
378,10
311,20
511,45
143,27
626,32
2552,47
1624,37
470,13
368,2
1238,1
1070,8
1621,31
2096,32
1700,32
1008,33
318,1
733,14
451,36
2745,32
483,68
2879,32
1354,32
2275,3
1697,26
1574,72
3091,31
515,20
2600,59
1855,54
432,22
196,11
2958,32
2153,13
3113,55
1776,26
279,45
877,0
1325,10
310,32
719,51
1157,54
2834,2
1967,8
187,47
1180,37
2387,36
3171,32
1526,36
2478,74
1122,32
3284,58
127,32
2704,8
670,51
389,38
293,64
1366,20
674,21
849,22
1210,1
464,68
2076,36
2254,73
107,59
2864,2
1313,13
1579,20
2235,59
3156,30
940,33
2939,32
40,5
979,24
174,5
1548,32
2677,32
890,32
2123,3
1673,32
456,68
2178,55
1547,72
997,14
1708,26
1103,32
553,37
735,14
3143,32
122,79
651,51
1866,54
891,32
86,13
864,15
1018,73
2494,31
673,38
362,33
2884,73
2676,44
1703,32
1441,32
486,68
929,0
1894,8
1577,72
1095,32
3173,32
942,55
2565,32
2699,32
1015,45
3025,53
2440,37
2547,20
1049,37
2516,32
287,16
1730,26
1125,32
2707,8
2653,37
438,5
343,33
1222,1
1631,20
363,11
2342,32
2991,32
3125,32
1809,26
1734,32
2090,45
3265,12
2679,31
2061,18
2584,59
1476,2
179,46
220,47
931,59
2607,42
157,27
935,29
3006,53
2630,31
882,22
2371,36
3155,32
2382,45
1368,32
1550,72
1711,26
1502,32
1106,32
2462,74
2763,2
111,32
2292,8
654,51
2585,1
2710,32
910,13
1338,45
1453,32
324,32
479,55
1076,45
2063,41
2451,37
2848,2
2887,73
3056,31
1248,8
201,47
1642,47
1897,8
1580,72
661,31
3261,27
153,6
1616,31
45,64
528,32
2064,41
57,38
1224,1
1558,26
202,47
1349,32
2690,31
1421,20
1850,54
2259,73
2269,37
2519,32
2616,1
837,5
1225,1
3078,32
962,36
284,58
558,32
2557,31
2732,32
3255,73
1878,8
1300,31
1561,72
2661,8
2211,37
3176,45
2162,32
183,11
934,59
1900,32
1524,10
395,10
3126,44
2549,32
447,57
1771,3
2427,42
2762,32
1908,8
848,28
1371,32
2500,32
1163,3
1505,32
263,12
1109,32
2900,2
114,32
657,51
818,5
213,11
138,17
2538,31
2975,32
1793,26
1302,54
913,13
2066,41
3059,31
2045,18
1439,59
2454,37
445,24
1767,10
2310,29
376,10
927,33
1797,32
2489,31
1744,26
1139,32
1273,32
544,2
2237,44
417,47
1496,40
1622,36
1090,32
2974,44
377,10
3218,32
1930,8
269,4
698,38
717,51
3040,31
1952,32
2663,44
18,13
2455,15
1481,38
613,79
896,22
2385,36
1881,8
866,30
2773,32
2738,74
645,31
2476,74
1536,10
2911,2
125,32
2702,8
2165,32
668,51
186,11
2951,38
137,6
1170,32
908,32
2356,8
249,67
2640,32
956,45
3070,31
2378,32
767,29
3130,45
2778,2
611,10
2925,21
1911,8
1594,72
1595,37
466,37
3190,32
2195,32
1209,1
1200,32
2121,3
938,32
542,32
2541,31
1902,44
216,47
1545,72
457,73
418,2
591,73
3026,45
1066,37
1435,20
1750,32
1884,32
2808,2
197,33
2492,31
512,45
1404,32
1538,32
1142,32
622,33
851,5
1239,1
51,64
1250,10
599,49
1009,33
2097,32
484,68
1892,8
1837,72
1355,32
3294,17
2749,37
247,12
1093,32
1112,45
3191,10
3221,32
2563,32
1777,26
280,45
1172,32
594,55
158,19
1568,32
177,32
501,13
701,38
720,51
1235,8
1153,55
3038,32
3172,32
2890,54
2514,32
1385,32
941,55
128,32
294,64
1480,40
675,21
2411,55
2339,36
3009,10
1807,26
1598,32
2727,32
3144,55
1732,32
1336,32
2993,2
3167,38
770,29
2916,47
3258,76
2344,1
1914,8
1811,32
1758,26
2206,36
2594,32
2198,32
3278,27
3102,30
2544,31
1677,37
998,14
55,24
329,35
652,51
1175,55
162,7
1867,54
865,15
1944,8
3232,32
3292,46
2118,44
500,2
625,33
2624,32
1074,8
355,29
1233,32
2154,3
971,32
1704,32
2217,59
1895,8
1655,26
2179,32
200,11
943,55
222,29
1780,26
3133,30
3288,53
3315,7
2683,59
704,38
3300,27
393,33
1500,8
781,29
1418,55
1050,37
1042,33
2035,23
3041,32
530,38
2779,32
1925,8
1784,32
1388,32
842,44
835,5
1223,1
1632,20
3254,32
678,21
952,32
2783,38
386,29
1735,32
2680,31
690,31
3071,32
1051,10
2809,32
1332,29
1761,26
169,36
3105,30
65,64
708,21
1023,33
2425,42
2626,32
783,51
1107,32
1589,35
2764,2
655,51
1506,37
1870,54
2721,40
761,32
2920,20
289,73
659,21
1947,8
2470,49
2658,20
1475,49
3235,32
1024,33
628,33
1339,45
2231,32
325,32
2754,73
2888,73
2284,44
3135,30
974,32
2086,59
2893,8
2106,37
3186,32
1898,8
662,31
1554,55
1828,29
35,49
2820,54
2578,32
967,29
1187,32
46,64
1494,40
1977,8
2319,37
2528,31
17,37
2688,20
238,5
1369,45
2657,32
1570,35
3180,73
1422,20
1004,32
259,64
2190,8
2136,37
3216,32
1928,8
1968,44
1688,26
2386,68
1950,32
841,10
2181,44
894,22
1879,8
1483,8
2562,1
1133,38
2139,47
1562,72
814,29
2163,32
1034,32
3033,31
2792,54
3208,32
1597,29
2603,38
2812,32
1555,32
3117,30
707,51
61,56
1267,10
2428,42
2146,64
2588,31
723,32
1909,8
1768,32
1372,32
3311,17
2287,39
2724,40
2193,32
2213,10
802,32
3238,32
936,32
1304,13
2330,37
1451,32
623,29
3314,27
1433,20
1297,10
1043,14
1056,33
3055,32
552,5
3189,32
2384,13
1664,32
2215,55
2793,32
1402,32
2113,44
1159,45
2970,73
1069,8
2986,54
1007,33
2401,38
2306,29
1729,54
2744,32
232,36
1749,32
1353,32
1155,47
2398,32
3309,69
536,38
978,5
3219,32
1071,53
312,1
1432,32
69,14
2752,8
718,51
19,13
3119,30
958,32
2929,49
2561,31
258,66
1520,1
364,47
565,37
1269,10
409,55
3215,3
1308,1
2166,32
1037,32
292,64
1171,32
566,38
243,22
700,38
1961,8
3249,32
64,56
2641,32
2997,45
371,64
768,29
1983,32
15,20
1912,8
1375,32
37,75
635,30
49,49
2062,32
2686,39
1463,32
2196,32
1201,32
396,13
2858,2
1991,8
2542,31
345,47
2071,37
3150,30
2720,37
94,56
2671,32
3108,33
2409,32
1436,20
809,38
2621,31
642,10
547,38
2796,32
1667,32
380,10
1942,8
1801,32
1405,32
2150,37
22,36
3101,30
2329,8
2622,32
2226,32
729,14
1240,1
1252,55
281,3
1356,32
1671,44
790,29
2606,29
2283,13
2839,2
3222,32
437,27
1831,32
2797,5
448,36
52,36
72,14
1048,37
3039,32
1333,20
870,30
1782,32
1386,32
2989,31
1378,28
874,0
1683,26
3252,32
1964,8
2412,55
1647,72
3264,6
1808,26
1599,32
604,32
1087,0
2228,54
2994,2
2039,38
1379,28
3304,78
357,11
1915,8
846,59
1416,32
2073,36
2811,2
2199,32
702,51
399,13
3103,30
336,73
2545,31
2336,37
3282,32
1515,10
151,27
634,32
2332,3
2278,32
2674,32
969,22
1283,32
3000,53
1417,32
907,10
1945,8
2656,20
1473,49
459,36
3104,30
2491,32
1022,33
2625,32
2229,32
2712,0
732,14
2886,73
648,51
167,13
576,32
972,32
1601,54
1896,8
1188,1
442,68
