ques,skill
10925,112
11832,62
14127,60
6307,54
3514,45
7366,75
3849,35
6325,108
9539,110
14625,44
1653,16
13945,19
1787,16
1391,16
7126,93
11314,72
4698,17
7315,29
13683,19
14120,20
10909,23
14560,63
14962,43
6156,43
1927,26
11651,108
14375,17
9535,112
7771,16
8676,122
314,62
1604,16
11131,72
10071,92
13005,40
7132,29
11265,72
13139,40
24,0
304,54
12778,34
3196,5
7530,75
128,57
10022,92
2183,73
12854,29
13451,19
14108,23
15636,108
13690,35
11114,24
10622,87
5911,67
214,16
2294,89
14405,17
6526,111
4069,51
3532,112
10497,92
7343,104
12706,50
13926,19
11468,0
6206,106
972,45
3226,5
31,16
94,72
7375,29
6241,63
7394,42
10052,92
9909,43
11540,24
7090,45
6694,45
12021,68
9591,111
4357,50
255,111
4852,29
2321,20
9071,112
11165,83
14893,77
15617,108
4411,57
350,119
61,16
14073,15
4395,49
13013,35
6186,19
9501,110
10165,90
5951,122
7190,104
3568,11
8043,20
5505,35
4490,57
11014,35
15568,108
7997,89
6030,122
15760,49
3647,11
15223,73
6076,9
7141,104
4441,57
4482,58
1414,110
14339,26
12264,68
8513,90
5343,94
12786,113
5081,94
4475,55
8823,23
6715,117
7835,111
11338,24
10746,112
14056,88
9,68
9651,111
14510,29
15033,70
2457,42
15253,73
11139,43
14050,44
3549,11
5032,94
13989,34
4471,57
4049,68
13254,110
10912,37
10953,38
1550,11
4368,50
6421,20
12816,113
5111,94
9533,11
15204,73
4243,55
1497,121
14582,26
4871,112
4463,58
8651,37
7314,8
3260,29
7217,75
11169,43
6458,23
11941,34
7651,44
4456,55
4019,17
11985,77
7656,122
4676,58
11245,38
11145,100
10727,112
3325,94
4359,122
9882,20
10465,112
6451,20
13256,11
14491,29
13954,53
14551,43
15234,73
7168,75
1321,16
4889,58
4493,58
1821,110
8681,37
15370,82
2753,53
2839,93
2517,42
4630,63
6820,8
7247,75
9437,20
13573,68
4662,15
1668,16
1272,16
3366,24
1638,73
2746,50
6282,103
10757,112
12892,121
6844,72
4227,23
10495,112
14977,43
7198,75
6439,23
8574,32
12129,98
1747,16
5365,108
728,37
11922,34
13524,68
2806,37
1223,16
12362,40
5557,49
9905,17
6355,29
12260,29
7112,8
10763,11
15474,31
14178,40
1327,73
9230,107
143,57
807,37
7149,75
941,37
545,37
1698,16
1302,16
3021,110
9389,100
1436,16
13153,17
13855,60
1802,73
2003,63
6251,93
9680,20
15351,82
2734,53
7228,75
12214,34
12797,89
11897,98
2838,110
1515,16
9139,110
9340,100
5312,110
14472,113
7667,122
4613,72
10532,7
719,45
6665,83
13630,63
853,45
14958,43
591,45
14562,43
355,34
2917,110
7179,75
12165,34
575,37
1728,16
709,37
13109,68
1466,16
14539,59
9933,92
4666,83
8028,20
11328,62
4619,8
5101,11
11226,14
2764,53
804,45
6896,100
788,37
5881,122
8713,59
270,111
526,37
922,37
5927,9
8107,20
6811,29
14240,113
3717,92
12776,43
7091,83
1387,73
1984,63
9185,54
6306,42
11177,14
621,45
9881,23
14088,15
12558,86
1584,92
5832,122
9280,62
8058,20
15105,39
3097,54
2794,53
834,45
6926,100
2248,28
952,37
556,37
6045,122
12151,112
12192,113
15346,101
12949,92
5184,22
8909,11
9432,52
14101,75
7979,77
9173,57
12824,97
9715,111
8011,29
5862,122
8694,59
251,111
3083,11
4962,94
5996,122
8088,20
12102,112
14557,62
14714,9
2578,24
1067,108
864,45
12600,59
3092,16
602,45
3164,121
3601,122
3742,98
5392,92
6075,122
6956,100
7888,80
4215,52
5813,122
109,112
5987,9
14013,83
11515,22
7764,44
9462,52
2657,24
10260,32
13039,106
3897,120
2775,16
9585,122
12895,98
12914,111
4411,112
14571,81
13093,113
11329,17
13946,29
4992,94
14744,9
4744,29
5126,94
12273,51
9413,52
5681,87
9196,54
1097,108
4490,112
8934,17
2726,16
1014,110
9154,57
1867,26
12368,59
3061,6
5026,92
12910,113
15018,19
13897,29
13740,19
4943,94
14695,9
8969,11
13781,83
7532,44
15457,66
1773,98
9813,107
13784,88
7435,111
3536,6
11406,92
468,58
2677,16
6937,100
11359,17
14895,70
14774,9
12976,63
2143,45
7745,44
11019,97
11683,77
1127,108
13273,57
7648,111
2059,88
2756,16
4750,49
14392,92
12532,59
6646,72
13578,104
4973,94
14725,9
12053,24
1541,98
4306,45
1078,108
1675,98
10660,100
10896,111
3466,68
15780,59
12712,111
7860,115
13529,104
9038,87
12381,11
7775,44
9387,12
13050,106
13184,106
11305,23
4767,110
9827,18
2163,37
7416,111
8550,40
6571,19
4422,112
10905,52
11387,92
14260,30
12539,75
2124,45
4875,57
11377,47
2638,37
8906,89
11086,100
13878,113
10320,72
1025,73
7890,115
3831,21
1159,73
4428,11
13996,105
14373,92
5909,21
14492,43
12196,86
12356,75
1800,106
6263,24
8228,110
10743,111
9857,18
2374,112
4113,121
8998,28
9017,41
1634,73
1238,73
6601,19
10734,62
6339,19
11050,39
14889,93
15519,31
2431,94
11751,86
590,37
4905,57
1548,6
3251,92
8531,40
7920,115
1189,73
4618,0
6101,83
2644,94
2883,110
9727,29
15169,39
2619,37
9028,28
9047,41
6631,19
13422,112
15590,32
15287,31
502,45
13473,77
13077,77
5298,109
8545,59
11781,86
14450,59
8209,110
143,112
4747,6
7524,7
8940,100
14852,39
4315,83
476,29
300,32
1816,63
9713,23
8758,59
14630,111
4826,6
9000,87
571,37
4886,57
6462,102
7475,7
1589,20
3232,92
9648,42
4104,21
1432,73
6836,20
7901,115
7915,13
10606,11
13847,116
15317,31
5578,55
430,34
8635,110
7790,18
6931,28
4878,58
8111,73
15150,39
10566,60
6311,54
4055,21
3914,45
4652,11
12959,98
483,45
2181,16
7007,23
14148,0
6971,100
14629,44
2943,110
5675,109
15488,34
3374,37
6332,113
11318,72
7130,93
14833,39
6087,53
10913,23
11491,0
13134,72
13616,75
3731,45
4469,11
7086,23
12339,97
14273,116
1931,26
2600,121
9143,112
203,112
7820,18
14759,9
5263,20
5846,112
12907,29
2456,113
6341,54
6105,43
1112,108
9219,107
14224,116
3883,35
7001,100
13222,77
3800,37
4920,68
9309,37
12267,113
8335,60
2449,73
429,51
12845,90
13583,19
13662,83
14636,60
1191,108
15640,108
14317,14
1526,98
10626,87
7706,37
8449,81
8972,122
9173,112
11704,121
12984,104
8870,111
7213,104
13796,19
6454,52
6473,102
7447,42
13534,19
3393,63
2997,63
12438,116
6371,54
1008,108
13875,83
5994,67
1142,108
746,108
11302,77
11472,0
9447,122
12495,98
3481,112
5167,29
14950,48
9922,92
10552,30
4110,54
12572,52
13692,83
10290,30
13590,35
15670,108
7078,37
11734,121
13465,40
7243,104
13960,19
9075,112
10369,30
9268,12
11489,24
234,54
1172,108
15621,108
1507,98
6741,122
1942,26
5954,8
8953,122
3182,122
9154,112
202,21
7194,104
11146,72
7428,42
13460,83
5378,77
5452,26
14290,15
778,73
7273,104
13178,104
2856,73
13673,83
9760,43
13356,110
10813,47
5665,26
13490,110
15651,108
1537,98
6771,122
13273,112
10174,60
6165,83
8460,81
8983,122
13391,104
2312,94
5741,21
7224,104
190,24
14087,36
5262,23
8839,77
11208,24
7020,45
9092,28
10575,111
15602,108
10547,49
14022,92
6171,19
8351,30
15721,10
9250,62
9806,51
5692,21
7175,104
370,76
4919,34
5697,99
623,27
15681,108
4475,57
13124,110
10204,60
10102,49
13390,0
7254,104
7388,104
11474,35
5266,34
15390,80
10794,47
2418,89
6752,122
1578,112
3906,21
4544,49
6201,19
11495,94
400,76
15194,49
4505,57
8894,26
15396,16
4243,57
13288,110
10234,60
15179,18
10776,114
11166,40
4320,11
6455,20
12446,23
15500,73
15238,73
4405,55
5398,45
3419,24
1325,16
12860,77
4558,68
2569,113
4456,57
4905,112
11347,51
13284,112
3936,21
15116,83
13063,113
2499,54
4634,63
3875,11
7251,75
2846,98
5349,45
3852,27
5467,37
9741,19
10761,112
3359,94
13956,101
7330,75
14988,19
11342,94
4556,116
15268,73
6839,23
1617,16
5428,45
6443,23
3449,24
1355,16
12788,29
224,92
10215,60
12832,72
7543,75
3310,94
15743,73
1899,116
2529,54
4301,11
7281,75
11615,108
13401,0
14160,52
1568,16
453,100
13505,57
1512,121
3403,29
4886,112
8912,29
13100,8
6515,20
7568,24
7232,75
14216,68
9472,100
1781,16
9986,92
12818,29
14273,50
1623,73
13634,63
4608,23
3078,94
7311,75
3794,35
9264,107
12297,34
13216,75
12973,88
13271,11
1732,16
1336,16
7126,29
7604,68
8380,60
9937,92
11432,0
14224,50
7680,63
10330,23
7262,75
11596,108
12248,34
8657,45
1811,16
9636,100
792,37
5608,110
6697,37
10016,92
2206,20
3285,50
6815,29
6834,42
12921,19
9652,44
13840,60
15120,43
6699,83
1988,63
13301,11
469,57
9514,110
12065,34
207,57
5642,108
6520,111
8930,59
1762,16
2285,20
12345,88
14095,20
14439,59
7854,71
9967,92
6450,52
966,45
66,54
13373,35
704,45
9964,23
7292,75
12977,35
12278,34
15071,43
822,37
8747,59
12417,112
560,37
2632,20
8141,20
14046,20
6468,42
11413,0
12736,94
5628,65
917,45
3171,5
7505,75
9324,107
10540,75
12794,35
14635,59
311,6
9719,111
15666,108
1632,27
4846,29
7683,81
9997,92
8092,20
12352,104
12190,42
1593,35
13403,35
14201,15
868,45
3122,5
11966,68
14335,15
2093,92
14918,70
5945,122
8777,59
5991,9
2023,33
9846,44
10966,75
3624,108
4276,34
685,45
11241,14
9589,122
13500,89
14152,15
4857,16
15131,70
5896,122
6070,9
8728,59
4996,94
11116,19
12398,112
13196,92
8122,20
9679,52
14113,23
6630,117
7946,23
9200,54
4274,109
898,45
3152,5
3575,108
7964,77
3286,5
11192,14
12372,59
12634,59
12780,113
5075,94
14103,15
4827,29
10517,104
13275,92
14106,20
5248,22
11287,22
12451,59
14182,15
12585,59
472,58
14242,29
6941,100
14899,70
3309,73
2946,21
5422,94
3006,72
8911,72
5301,33
5972,9
12689,116
13983,34
4420,55
5199,22
6660,117
4781,34
15540,66
4800,47
11687,77
11761,26
2425,26
8712,91
12664,59
2760,16
6356,120
14818,81
12682,113
13761,106
15332,73
4977,94
3098,11
761,16
4457,58
3254,29
9649,122
8878,16
12615,59
15788,60
7367,100
8501,29
14929,70
5056,94
11035,43
4230,52
42,73
11558,84
1673,54
4450,55
5229,22
7779,44
4073,68
11153,35
1442,121
11717,77
4771,110
3415,68
12187,26
13307,57
12990,121
10459,112
15082,19
15720,10
11391,92
1914,116
1210,0
5269,94
8538,32
5007,94
11771,84
11886,34
10590,43
12670,116
9167,11
5461,35
4401,55
10328,43
11870,26
10433,59
4098,17
8413,37
2642,37
9808,7
8693,91
3022,29
9431,20
14142,40
1029,73
12749,116
9669,77
11782,98
13043,68
1400,16
13084,106
6513,16
15472,66
1606,121
3975,68
9861,18
10384,59
10645,100
2839,29
7450,111
4556,50
1242,73
3355,94
2436,53
12178,34
14387,29
5359,108
11916,34
12312,34
12700,116
2062,108
5446,33
9238,12
1351,16
4054,68
13068,17
2672,37
12254,29
10657,110
15528,82
8723,91
6629,83
9843,122
15701,10
7143,75
252,44
4727,53
5525,33
10095,77
10414,59
4569,110
8394,37
2623,37
10937,100
474,93
8614,40
9789,7
749,32
6580,83
8748,40
10969,52
5143,116
13426,112
14477,43
110,45
11946,34
2966,110
9468,100
624,37
3327,89
13494,17
5453,49
6117,29
10365,59
1903,61
6251,29
13505,112
14556,43
5356,116
464,21
12159,34
12522,86
837,37
12337,40
12015,26
12471,40
12235,29
9081,41
14914,70
10798,62
6202,29
11541,106
14507,43
9400,23
9083,87
8639,110
13188,68
15020,39
9872,18
12186,29
4643,72
1253,73
2488,54
9673,37
5578,57
8792,59
1987,68
2947,110
605,37
3308,89
2771,113
10187,29
14521,62
14837,39
15099,39
3662,92
6494,29
15495,39
4138,21
3505,108
566,45
6457,110
14074,16
7852,80
5777,122
1804,68
11501,47
8743,59
7824,18
5119,122
9426,52
12318,40
13715,83
10339,19
14118,59
15050,39
9062,41
14934,93
3955,21
7083,20
6109,43
5710,68
517,45
13836,80
5489,69
2380,120
2977,110
7005,100
13648,29
14611,113
4592,83
14867,39
3692,92
15001,39
11295,63
1195,108
4899,11
13903,26
1831,26
7937,16
15504,101
10270,40
14618,8
5746,112
11255,112
14502,62
11026,23
5214,22
6139,43
13601,75
7990,27
9069,57
7035,100
753,113
10846,92
9390,112
5758,122
8590,59
13824,83
12301,113
7805,18
15321,101
13696,83
8226,11
10977,23
14203,116
1426,98
11880,56
1861,26
2458,16
3055,6
8624,57
13891,29
14689,9
2576,8
10797,92
12118,113
13775,83
13568,19
11056,23
5244,22
2272,11
1042,108
1176,108
9476,44
1377,98
10510,35
10334,38
3488,9
10876,92
9816,112
11817,121
5788,122
10251,40
9158,112
4447,92
2513,73
12551,116
13129,93
5297,33
7477,44
13726,83
14330,31
15402,66
2490,89
2127,37
4207,110
5979,67
12085,57
6285,110
11130,93
3279,20
7539,104
734,113
13444,104
7277,104
13182,104
11000,20
2101,21
13099,106
1072,108
4286,110
10683,47
1206,108
10958,23
5669,26
14057,75
15774,59
6775,122
10108,112
8464,81
8583,32
8987,122
13610,29
12509,11
5630,34
7328,42
8844,73
7462,42
9367,114
2173,45
2157,37
5882,26
1914,50
8483,30
8920,68
14187,40
14288,92
10857,92
7307,104
7601,93
9332,12
680,119
7067,122
1437,98
10952,100
2108,37
6805,122
129,16
12724,57
6120,19
13307,112
15685,108
5165,92
6199,83
192,72
9889,51
14077,30
6257,24
7258,104
4424,57
4107,121
10227,46
9215,100
11044,39
6756,122
14478,81
8251,30
15553,73
12700,50
7337,104
11599,32
12094,11
5726,21
1965,109
15473,80
710,119
9757,16
8824,77
10385,110
2138,37
4218,110
2635,89
14889,29
6150,19
3989,21
14049,52
14410,31
1055,73
9677,23
13455,104
9415,23
13730,43
631,11
2233,45
9574,16
10694,47
14882,26
7048,122
15047,93
13092,106
6786,122
7865,115
6497,19
15281,31
6832,9
11629,32
14361,31
2253,108
15178,24
15761,116
434,76
12244,76
2707,49
4405,57
14102,36
14121,49
8350,49
10530,60
5356,50
9745,19
10268,60
1925,50
4134,8
5717,29
12458,50
7334,75
92,83
13454,0
14602,93
15777,60
6795,63
3278,23
4720,68
8167,49
7589,72
10963,63
11279,40
4433,11
10219,60
3970,21
4930,63
7547,75
4331,0
11017,40
11559,94
13318,112
13452,75
4933,68
4671,68
4872,58
10923,112
4118,121
4555,122
9137,28
12138,112
13968,113
8916,29
6203,43
7364,75
6519,20
13324,11
11376,94
13484,0
11610,32
14188,116
3294,88
8299,60
12822,29
3868,94
8331,49
3620,29
10115,60
6154,43
3798,35
12461,23
3380,47
4835,68
7130,29
10303,30
5578,112
13396,8
8148,49
14416,101
27,115
15729,32
302,54
9347,107
9886,92
6906,28
4330,17
10020,92
9918,81
13727,0
7345,75
13305,11
12149,57
3828,35
6524,111
2028,16
3033,60
14154,15
5429,110
12905,40
8280,60
6857,28
13822,8
13923,60
7600,72
11466,0
13109,72
14680,2
9377,107
216,108
7296,75
11630,108
12282,34
13884,68
9916,92
10050,92
6533,52
6316,54
10586,72
11417,0
9328,107
14254,15
7963,16
9069,112
11323,72
8606,122
7687,81
304,113
10001,92
5290,72
14971,43
13407,35
13011,35
9802,111
11660,108
7023,37
12317,112
7188,104
10080,92
7322,104
2270,20
8624,112
13643,19
6227,103
2509,73
179,54
13620,35
951,45
2585,68
1666,27
13865,68
6074,9
7139,104
11487,72
10031,92
6514,52
13465,97
10686,23
89,16
6491,68
4598,87
3156,5
4739,26
12000,68
6535,111
7352,104
13310,29
8821,23
2654,23
15596,108
725,119
981,45
15785,44
3658,108
3369,5
3677,121
8083,30
7169,104
8418,20
9378,62
13987,34
4785,34
13252,110
10910,37
13205,35
10096,49
9600,111
6009,122
15202,73
4503,55
4864,34
14098,23
4420,57
6195,19
12724,112
47,32
12328,112
8052,20
11125,83
11562,84
4320,55
11285,35
4454,55
5674,24
11023,35
11243,38
15577,108
7552,111
10725,112
3471,29
5169,37
6853,110
8925,93
9630,111
10463,112
12698,59
12978,113
11440,94
14489,29
15232,73
5273,94
7150,104
3528,11
4450,57
4491,58
8679,37
4628,63
11111,40
14485,31
15761,50
3607,11
5090,94
9512,11
13469,57
4484,55
6724,117
10755,112
14299,26
10493,112
15042,70
2466,42
7196,75
1948,116
8572,32
12342,23
5437,94
3558,11
5041,94
12462,88
14422,96
1221,16
2267,98
2938,37
3998,17
4435,55
7635,122
13263,110
12855,19
9842,7
3304,94
7244,8
12841,121
4658,63
6430,20
14470,29
13859,104
15067,19
3637,11
5120,94
7147,75
15213,73
1300,16
10782,107
2031,6
4238,120
83,89
4472,58
10418,59
6645,93
7383,59
3759,122
9678,20
15349,82
14072,104
7226,75
7360,75
1647,16
3827,27
5310,110
13028,68
3028,88
12684,29
12288,29
3334,94
13628,63
7439,75
14956,43
12029,34
7177,75
10446,13
12163,34
2667,45
15243,73
36,98
1726,16
3410,89
7598,68
10930,62
4562,72
6238,92
9567,81
12258,42
10324,23
1306,73
11003,52
10511,115
3142,45
3895,23
786,37
2866,110
6691,37
12059,98
5309,6
13058,68
1415,16
2602,37
1487,121
4756,59
12232,26
12714,29
6693,83
10955,11
15330,82
1519,73
3236,94
619,45
10316,24
11931,34
1494,16
1433,6
5566,49
7646,122
10478,59
12269,29
15103,39
2792,53
3315,94
3509,108
11272,68
152,57
2896,110
7158,75
950,37
554,37
1707,16
3030,110
688,37
7579,68
8613,59
7317,68
10110,77
11693,98
12149,112
12947,92
11348,63
8194,112
15696,31
3588,108
5860,122
2847,110
8692,59
249,111
323,60
505,37
901,37
2384,120
8086,20
2315,20
12241,51
13026,92
14615,113
3696,92
12755,43
6547,42
1366,73
862,45
3116,5
3740,98
4296,87
12477,35
5168,16
2900,121
584,37
1577,27
6073,122
5811,122
9259,62
9300,100
8037,20
10258,32
679,45
3108,6
5890,122
2877,110
4522,26
279,111
931,37
6024,122
9615,111
8594,59
91,60
12827,40
3902,52
5686,63
6624,117
1431,94
7914,71
9411,52
9194,54
12565,40
14161,0
892,45
11186,14
4818,24
2724,16
7958,77
12366,59
3059,6
5841,122
15538,101
4941,94
8807,59
9289,62
